soluzione,definizione
AFFERMATO,Può significare «arrivato»
AFFERMATO,Vale anche «famoso»
AFFERMAZIONE,Vale anche «risultato»
AFFERMAZIONE,Un possibile significato è «richiesta»
AFFERRARE,Può significare «capire»
AFFERRARE,Può significare «stringere»
AFFETTA,Taglia a fette
AFFETTARE,Tagliare a fette
AFFETTATA,Può esserlo una donna poco naturale nei modi
AFFETTATE,Possono esserlo donne poco naturali nei modi
AFFETTATI,Possono esserlo uomini poco naturali nei modi
AFFETTATO,Tagliato a fette
AFFETTATO,Un possibile significato è «ricercato»
AFFETTATRICE,Macchina da salumiere per fette sottili
AFFETTATRICE,Taglia il salume a fette sottili
AFFETTO,Scalda il cuore senza coperta
AFFETTO,Taglio a fette
AFFETTO,Tra i suoi significati: «bene»
AFFETTUOSO,Può significare «compito»
AFFETTUOSO,Tra i suoi significati: «tenero»
AFFIANCARE,"In una sua accezione, «aiutare»"
AFFIANCARE,Tra i suoi significati: «sostenere»
AFFIDA,Consegna alla fiducia
AFFIDABILE,Un possibile significato è «serio»
AFFIDABILE,Può significare «attendibile»
AFFIDABILITA,Tra i suoi significati: «gentilezza»
AFFIDABILITA,Vale anche «serietà»
AFFIDAI,Consegnai alla fiducia
AFFIDAMENTO,"In una sua accezione, «fede»"
AFFIDAMENTO,Un possibile significato è «fiducia»
AFFIDARE,Consegnare alla fiducia
AFFIDARE,"In una sua accezione, «allungare»"
AFFIDARE,"In una sua accezione, «porgere»"
AFFIDATO,Consegnato alla fiducia
AFFIDO,Consegno alla fiducia
AFFIDO,La custodia dei figli decisa dal giudice
AFFILA,Rende tagliente
AFFILACOLTELLI,Ridà il filo alle lame
AFFILARE,Rendere tagliente
AFFILATA,Può esserlo una lama resa tagliente
AFFILATE,Possono esserlo lame rese taglienti
AFFILATI,Possono esserlo coltelli resi taglienti
AFFILATO,Può esserlo un coltello reso tagliente
AFFILATO,Vale anche «tagliente»
AFFILATORE,Ridà mordente a lame stanche
AFFILIATO,Può significare «sostenitore»
AFFILIATO,Tra i suoi significati: «aderente»
AFFILIAZIONE,Può significare «rapporto»
AFFILO,Rendo tagliente
AFFINA,Rende più sottile o preciso
AFFINAI,Resi più sottile o preciso
AFFINARE,Rendere più sottile o preciso
AFFINARE,Vale anche «ripulire»
AFFINARE,Vale anche «dimagrire»
AFFINATO,Reso più sottile o preciso
AFFINE,"Simile, dello stesso genere"
AFFINO,Rendo più sottile o preciso
AFFISSE,Attaccò al muro
AFFITTA,Dà o prende in locazione
AFFITTARE,Dare o prendere in locazione
AFFITTARE,Vale anche «noleggiare»
AFFITTATO,Dato o preso in locazione
AFFITTI,Si pagano per case non proprie
AFFITTO,Canone pagato per una casa
AFFITTO,Do o prendo in locazione
AFFITTO,Si paga per abitare senza comprare
AFFITTO,Tra i suoi significati: «canone»
AFFLATO,"Slancio dell'animo, non del motore"
AFFLECK,Il Ben regista di Argo
AFFLISSE,Procurò dolore
AFFLITTO,Un possibile significato è «sofferto»
AFFLITTO,Può significare «tormentato»
AFFLUENZA,Tra i suoi significati: «massa»
AFFLUENZA,Tra i suoi significati: «piena»
AFFLUSSO,L'arrivo in gran numero
AFFOGARE,"In una sua accezione, «coprire»"
AFFOGARE,Un possibile significato è «annegare»
AFFOLLA,Riempe di gente
AFFOLLARE,Riempire di gente
AFFOLLATO,Riempito di gente
AFFOLLO,Riempo di gente
AFFONDATA,Può significare «picchiata»
AFFRESCO,Pittura che nasce sull'intonaco umido
AFFRONTA,Va incontro a una prova
AFFRONTARE,Andare incontro a una prova
AFFRONTARE,"In una sua accezione, «guardare»"
AFFRONTARE,"In una sua accezione, «sostenere»"
AFFRONTATO,Andato incontro a una prova
AFFRONTO,Vado incontro a una prova
AFFRONTO,Tra i suoi significati: «offesa»
AFFRONTO,Tra i suoi significati: «insulto»
AFIDE,Piccolo nemico delle piante tenere
AFNIO,Elemento dal simbolo Hf
AFORISMA,Massima breve e arguta
AFORISMA,Pensiero breve che vuole lasciare il segno
AFORISMA,Un possibile significato è «motto»
AFRICANO,Del continente nero
AFRIKAANS,La lingua germanica del Sudafrica
AFRODITE,La dea greca dell'amore
AFRODITE,La dea nata dalla spuma del mare
AG,Iniziali del politico Gore
AG,Iniziali della cantante Grande
AG,Iniziali dello scultore Giacometti
AG,Simbolo chimico dell'argento
AGADIR,Città balneare del Marocco
AGAMENNONE,Il capo degli Achei a Troia
AGAPANTO,Fiore azzurro a ombrella
AGAPE,Amore cristiano o convito fraterno
AGASSI,L'Andre campione del tennis
AGATA,Pietra dura a fasce colorate
AGATA,Pietra dura a strati
AGATA,"Sant'..., patrona di Catania"
AGATHA,Il nome della scrittrice gialla Christie
AGAVE,Succulenta che può finire in distillato messicano
AGENDA,L'ordine del giorno: l'...politica del momento
AGENDA,Quaderno degli impegni
AGENDA,"In una sua accezione, «libretto»"
AGENORE,Il re fenicio padre di Europa nel mito
AGENTE,Chi indaga o agisce per conto altrui
AGENTE,Vale anche «guardia»
AGENTE,Tra i suoi significati: «rappresentante»
AGENZIA,L'ufficio di viaggi o di stampa
AGENZIA,Ufficio che tratta pratiche o viaggi
AGENZIA,Tra i suoi significati: «ufficio»
AGER,Campo latino da agricoltura
AGEVOLARE,Può significare «aiutare»
AGEVOLE,"Facile, comodo da fare"
AGGANCERA,Prenderà con un gancio
AGGANCIA,Prende con un gancio
AGGANCIARE,Prendere con un gancio
AGGANCIATO,Preso con un gancio
AGGANCIO,Prendo con un gancio
AGGANCIO,Tra i suoi significati: «conoscenza»
AGGANCIO,"In una sua accezione, «amicizia»"
AGGEGGIO,Un arnese di cui non si sa il nome
AGGEGGIO,Tra i suoi significati: «apparecchio»
AGGEGGIO,"In una sua accezione, «artificio»"
AGGIORNA,Rende attuale
AGGIORNAMENTO,Tra i suoi significati: «revisione»
AGGIORNAMENTO,Può significare «sospensione»
AGGIORNARE,Rendere attuale
AGGIORNATO,Reso attuale
AGGIORNO,Rendo attuale
AGGIRARE,Può significare «evitare»
AGGIRARE,Vale anche «sottrarsi»
AGGIUNSE,Mise in più
AGGIUNTA,Ciò che si mette in più
AGGIUNTA,Tra i suoi significati: «giunta»
AGGIUNTIVO,Tra i suoi significati: «altro»
AGGIUNTIVO,Un possibile significato è «ulteriore»
AGGIUNTO,Tra i suoi significati: «aiuto»
AGGIUNTO,Tra i suoi significati: «assistente»
AGGIUSTA,Rimette a posto
AGGIUSTARE,Rimettere a posto
AGGIUSTARE,Vale anche «risolvere»
AGGIUSTARE,Vale anche «regolare»
AGGIUSTATO,Rimesso a posto
AGGIUSTO,Rimetto a posto
AGGRAPPA,Attacca saldamente
AGGRAPPARE,Attaccare saldamente
AGGRAPPATO,Attaccato saldamente
AGGRAPPO,Attacco saldamente
AGGRAVARE,Un possibile significato è «peggiorare»
AGGRAVIO,Un peso o una spesa in più
AGGREDIRE,Un possibile significato è «investire»
AGGREGATO,Vale anche «aggiunto»
AGGREGATO,Vale anche «collezione»
AGGREGAZIONE,Un possibile significato è «associazione»
AGGREGAZIONE,Può significare «collezione»
AGGRESSIVE,Pronto all'attacco
AGGRESSORE,Può significare «attaccante»
AGGUATO,Un possibile significato è «imboscata»
AGIATO,"Benestante, che vive nel comodo"
AGIATO,Vive senza troppi pensieri di portafoglio
AGILE,Si muove senza far sentire il peso
AGILI,Svelto nei movimenti
AGILITA,Vale anche «elasticità»
AGILITA,Un possibile significato è «scioltezza»
AGIO,A proprio...: con tutta comodità
AGIO,Comodità che lascia spazio e respiro
AGIO,Comodità o vantaggio
AGIO,Vale anche «gioco»
AGIRE,Può significare «muoversi»
AGIRE,Tra i suoi significati: «comportarsi»
AGITA,Mette in movimento inquieto
AGITAI,Misi in movimento inquieto
AGITARE,Mettere in movimento inquieto
AGITARE,Vale anche «provocare»
AGITARE,"In una sua accezione, «sollevare»"
AGITATO,Messo in movimento inquieto
AGITATO,"In una sua accezione, «eccitato»"
AGITAZIONE,L'irrequietezza nervosa
AGITAZIONE,"In una sua accezione, «disordine»"
AGITAZIONE,"In una sua accezione, «fermento»"
AGITO,Metto in movimento inquieto
AGLIO,Bulbo aromatico da cucina
AGLIO,Il bulbo a spicchi che terrebbe lontani i vampiri
AGNELLI,Il Gianni dell'industria torinese
AGNELLO,...di Dio: l'invocazione della Messa
AGNELLO,Piccolo ovino e simbolo pasquale
AGNI,Il dio indù del fuoco
AGNOSTICISMO,La sospensione del giudizio su Dio
AGO,Entra dove il filo lo segue
AGO,Indica il Nord sulla bussola
AGO,Oscilla sul quadrante della bilancia
AGO,Quello della bilancia segna l'equilibrio
AGO,Si cerca nel pagliaio quando è introvabile
AGONE,"Gara antica, ma anche lotta accesa"
AGONE,Il pesce d'acqua dolce dei laghi
AGONE,"Lotta, gara o pesce di lago"
AGONIA,Lotta estrema prima della fine
AGONIA,"In una sua accezione, «tortura»"
AGONIA,"In una sua accezione, «tormento»"
AGONISMO,Lo spirito di competizione
AGONISTA,Chi gareggia per vincere
AGORA,Piazza greca dove politica e mercato si incontravano
AGORA,Piazza pubblica dell'antica città greca
AGORAFOBIA,La paura degli spazi aperti
AGOSTINI,Il più titolato pilota del Motomondiale
AGOSTINO,Vescovo d'Ippona autore delle Confessioni
AGRA,La città indiana del Taj Mahal
AGRA,Aspra
AGRARIA,Vale anche «agricoltura»
AGRARIO,"In una sua accezione, «rurale»"
AGRARIO,Può significare «agricolo»
AGRICOLO,Che riguarda i campi e la terra
AGRICOLO,Vale anche «rurale»
AGRICOLO,Un possibile significato è «agrario»
AGRICOLTORE,"In una sua accezione, «fattore»"
AGRICOLTORE,"In una sua accezione, «rurale»"
AGRICOLTURA,"In una sua accezione, «agraria»"
AGRIFOGLIO,Sempreverde natalizio con bacche rosse
AGRIGENTO,Città siciliana della Valle dei Templi
AGRIMENSORE,Misura i terreni
AGRITURISMO,Soggiorno in fattoria con cucina locale
AGRO,Aspro e campagna romana
AGRO,L'...Pontino bonificato
AGRO,Può significare «amaro»
AGRONOMO,Il tecnico dell'agricoltura
AGRUME,"Arancia, limone e simili"
AGRUME,Frutto come arancia o limone
AGRUMETO,Campo profumato di arance e limoni
AGRUMETO,Il campo di aranci e limoni
AGRUMI,Profumano di scorza e spicchi
AGUZZA,Può esserlo una lama affilata in punta
AGUZZE,Possono esserlo lame affilate in punta
AGUZZI,Possono esserlo coltelli affilati in punta
AGUZZO,Può esserlo un coltello affilato in punta
AIA,Cortile rustico da trebbiatura
AIA,L'... città olandese della Corte internazionale
AIA,"In una sua accezione, «cortile»"
AIACE,Eroe omerico rivale di Ulisse per le armi di Achille
AIDA,Eroina verdiana sulle rive del Nilo
AIDA,L'opera egizia di Verdi
AIDA,Tela per il ricamo a punto croce
AIKIDO,Arte marziale giapponese difensiva
AIMARA,Popolo e lingua delle Ande
AINU,Popolo indigeno del Giappone settentrionale
AIRBAG,Il cuscino salvavita dell'auto
AIRBAG,Si gonfia in un attimo per proteggere chi guida
AIRBNB,La piattaforma per affittare alloggi tra privati
AIRC,L'associazione italiana per la ricerca sul cancro
AIRONE,Uccello dalle lunghe zampe
AIRONE,Uccello trampoliere dal collo lungo
AIRONI,Trampolieri dal collo elegante
AIRPODS,Gli auricolari senza fili della Apple
AIUOLA,Il riquadro di fiori del giardino
AIUTA,Dà una mano
AIUTAI,Diedi una mano
AIUTANTE,Chi dà una mano al titolare
AIUTANTE,Dà una mano a chi lavora
AIUTANTE,"In una sua accezione, «aggiunto»"
AIUTARE,Dare una mano
AIUTARE,Vale anche «sostenere»
AIUTARE,Tra i suoi significati: «assistere»
AIUTATO,Soccorso
AIUTO,Do una mano
AIUTO,Il grido di chi è in pericolo
AIUTO,Un possibile significato è «concorso»
AIZZAI,Passato remoto: Spingere alla lite
AIZZATO,Participio: Spingere alla lite
AJAX,Il club di Amsterdam scuola di talenti
AJAX,Il detersivo dalla grande forza pulente
AJAX,L'eroe greco Aiace
AKASHI,Il lungo ponte sospeso del Giappone
AKSUM,Antica capitale dell'Etiopia
AL,Iniziali del presidente Lincoln
AL,Iniziali della cantante Lavigne
AL,Iniziali della cantante Lennox
AL,Preposizione: vado... mare
ALA,Fianco che può volare
ALA,L'attaccante esterno nel calcio
ALA,Parte laterale di un edificio
ALA,Reparto di un ospedale
ALABAMA,Lo Stato americano del profondo Sud
ALABARDA,Arma d'asta da guardie in uniforme
ALABARDA,Arma in asta da guardie solenni
ALABARDIERE,Soldato armato di alabarda
ALABASTRO,Pietra chiara da statue e soprammobili
ALADDIN,Il ladruncolo Disney della lampada magica
ALADINO,Il giovane della lampada magica
ALAIN,Il nome dell'attore francese Delon
ALAMARO,Il cordoncino che chiude la giacca
ALAMBICCO,Vaso da distillatore
ALAN,Il nome dell'attore Rickman
ALAN,"Turing, padre dell'informatica"
ALARICO,Il goto che saccheggiò Roma
ALASKA,Lo Stato americano più a nord
ALATO,Dotato di ciò che manca ai serpenti
ALATO,"Il leone...di San Marco, simbolo di Venezia"
ALBA,La città delle Langhe del tartufo bianco
ALBA,La prima luce del giorno
ALBA,Tra i suoi significati: «origini»
ALBANESE,Di Tirana
ALBANIA,Paese balcanico di Tirana
ALBANO,"...Laziale, cittadina dei Castelli Romani"
ALBATRO,Grande uccello marino
ALBATRO,Grande uccello marino dalle ali lunghissime
ALBATROS,Uccello dei mari dalla grande apertura alare
ALBEDINE,Parte bianca sotto la scorza degli agrumi
ALBEDO,Quanto una superficie rimanda la luce
ALBENGA,Città ligure dalle torri medievali
ALBERGATORE,Gestisce un albergo
ALBERGO,Casa provvisoria per viaggiatori
ALBERGO,L'hotel che ospita i viaggiatori
ALBERGO,Tra i suoi significati: «hotel»
ALBERI,Offrono ombra lungo i viali
ALBERO,L'...di Natale addobbato a festa
ALBERO,L'...genealogico della famiglia
ALBERO,Quello genealogico mostra gli antenati
ALBERO,Quello maestro regge le vele
ALBERO,"Si riconosce dai frutti, dice il proverbio"
ALBEROBELLO,Città pugliese dei trulli
ALBERT,Il nome dello scienziato Einstein
ALBERTI,Architetto e teorico del Rinascimento
ALBERTINI,"Demetrio, regista del Milan e dell'Italia"
ALBERTO,"...Angela, il divulgatore tv"
ALBERTO,Il nome dell'attore Sordi
ALBICOCCA,Frutto arancione con un nocciolo
ALBINA,Priva di pigmento
ALBINE,Prive di pigmento
ALBINI,Privi di pigmento
ALBINO,Privo di pigmento
ALBO,Tra i suoi significati: «album»
ALBO,"In una sua accezione, «registro»"
ALBORI,Può significare «inizio»
ALBORI,Può significare «nascita»
ALBUM,Il disco con la raccolta di brani
ALBUM,Raccolta di foto o di canzoni
ALBUM,Un possibile significato è «albo»
ALBUME,La parte bianca dell'uovo
ALBUME,Vale anche «chiara»
ALBUMINA,La proteina dell'albume e del sangue
ALCALE,Base solubile che neutralizza gli acidi
ALCALOIDE,Composto vegetale spesso attivo sull'organismo
ALCAMO,Centro siciliano noto per il vino bianco
ALCARAZ,"Carlos, giovane fenomeno spagnolo del tennis"
ALCE,Cervide che porta un palco senza teatro
ALCE,Cervide dei boschi nordici
ALCE,"Il più grande dei cervidi, dalle corna a ventaglio"
ALCEO,Poeta greco dell'isola di Lesbo
ALCHENE,Idrocarburo con doppio legame
ALCHIMIA,Antica arte della trasmutazione
ALCHIMIA,Cercava l'oro nei segreti della materia
ALCHINO,Idrocarburo con triplo legame
ALCI,Cervi nordici dalle grandi corna
ALCIONE,Uccello marino e mito di bonaccia
ALCMENA,La madre di Eracle
ALCOL,Spirito che non è fantasma
ALCOLICO,Una bevanda che dà alla testa
ALCOLICO,Vale anche «liquore»
ALCOLICO,Può significare «ubriacone»
ALCOLIZZATO,Tra i suoi significati: «ubriacone»
ALCOOL,"L'alcol, in vecchia grafia"
ALCOVA,Angolo appartato per il letto
ALCOVA,La camera da letto intima e appartata
ALCOVA,Letto nascosto con parola antica
ALCUNI,Tra i suoi significati: «qualche»
ALCUNI,Vale anche «determinato»
ALDEBARAN,Stella rossa del Toro
ALDEIDE,Composto organico con gruppo formile
ALDILA,"Oltre questa vita, in senso religioso"
ALE,Un comune diminutivo maschile
ALE,Fa allegria solo se le manca il resto
ALE,La birra inglese ad alta fermentazione
ALEJANDRO,Il nome del regista messicano Iñárritu
ALEPPO,Antica città della Siria
ALESSANDRIA,La città egizia del Faro e della Biblioteca
ALESSANDRIA,La città piemontese del cappello Borsalino
ALETTONE,Superficie mobile dell'ala dell'aereo
ALEX,Il nome dell'allenatore Ferguson
ALEX,Il protagonista di Arancia meccanica
ALEXA,L'assistente vocale degli altoparlanti Amazon
ALEXANDER,Il nome dello scopritore della penicillina Fleming
ALEXIS,Il nome del calciatore cileno Sánchez
ALFA,Il maschio...: il capobranco dominante
ALFA,La casa automobilistica del Biscione
ALFA,Prima lettera greca e marchio d'auto
ALFABETO,Serie ordinata delle lettere
ALFIERE,"Chi porta la bandiera, il vessillifero"
ALFIERE,Il pezzo degli scacchi che corre in diagonale
ALFIERI,Gli...: i portabandiera
ALFIERI,Il Vittorio delle tragedie
ALFIERI,Tragico piemontese del Saul
ALFRED,Il maggiordomo di Batman
ALFRED,Il nome del regista del brivido Hitchcock
ALGA,Pianta acquatica semplice
ALGEBRA,Ramo della matematica con lettere e incognite
ALGERI,"Capitale affacciata sul Mediterraneo, in Nordafrica"
ALGERI,"L'italiana in..., opera di Rossini"
ALGERIA,Grande Paese nordafricano
ALGHERO,Città sarda con anima catalana
ALGHERO,Città sarda di lingua catalana
ALGIDO,Freddo anche nei modi
ALGORITMO,Procedura ordinata per risolvere un problema
ALHAMBRA,Il palazzo moresco di Granada
ALI,I reparti sulle fasce nello schieramento
ALI,Il Muhammad leggenda del pugilato
ALI,Le cercano Icaro e ogni velivolo
ALIANTE,Il velivolo che plana senza motore
ALIANTE,Vola senza motore
ALIBI,Prova che scagiona l'accusato
ALIBI,Scusa o prova che tiene lontani dal delitto
ALIBI,Tiene lontano un sospetto dalla scena del delitto
ALIBI,Vale anche «scusa»
ALICANTE,Città della costa spagnola
ALICARNASSO,Antica città del celebre Mausoleo
ALICE,L'acciuga sotto sale
ALICE,La bambina che segue il coniglio bianco
ALICE,La bambina di Lewis Carroll nel Paese delle Meraviglie
ALIDADA,Strumento girevole da antichi rilevamenti
ALIENAZIONE,Vale anche «trasferimento»
ALIENAZIONE,Un possibile significato è «cessione»
ALIENO,"In una sua accezione, «extraterrestre»"
ALIMENTARE,"In una sua accezione, «nutrire»"
ALIMENTATORE,Tra i suoi significati: «provocatore»
ALIMENTAZIONE,Tra i suoi significati: «regime»
ALIMENTAZIONE,Tra i suoi significati: «dieta»
ALIMENTO,Tra i suoi significati: «nutrizione»
ALIMENTO,Vale anche «nutrimento»
ALIQUOTA,"In una sua accezione, «tasso»"
ALIQUOTA,Tra i suoi significati: «quota»
ALISCAFO,La nave veloce che si solleva sull'acqua
ALISEO,Vento regolare da naviganti oceanici
ALITA,Manda un fiato leggero
ALITAI,Passato remoto: Mandare fiato
ALITATO,Participio: Mandare fiato
ALITO,Fiato che esce dalla bocca
ALITO,Un... di vento: un soffio leggerissimo
ALITO,Può significare «respiro»
ALLACCERA,Chiuderà con lacci
ALLACCIA,Chiude con lacci
ALLACCIARE,Chiudere con lacci
ALLACCIATO,Chiuso con lacci
ALLACCIO,Chiudo con lacci
ALLARGA,Rende più largo
ALLARGAMENTO,Un possibile significato è «espansione»
ALLARGAMENTO,Vale anche «estensione»
ALLARGARE,Rendere più largo
ALLARGARE,Vale anche «sviluppare»
ALLARGARE,"In una sua accezione, «estendere»"
ALLARGATO,Reso più largo
ALLARGHERA,Renderà più largo
ALLARGO,Rendo più largo
ALLARMANTE,"In una sua accezione, «impressionante»"
ALLARMANTE,Tra i suoi significati: «inquietante»
ALLARME,Fa correre quando suona senza invito
ALLARME,Il segnale che avverte del pericolo
ALLARME,Un possibile significato è «avviso»
ALLEA,Une in patto
ALLEANZA,Il patto tra Stati o tra persone
ALLEANZA,Vale anche «associazione»
ALLEANZA,Vale anche «coalizione»
ALLEARE,Unire in patto
ALLEATO,Unito in patto
ALLEATO,Tra i suoi significati: «collegato»
ALLEGATO,Documento unito a una mail
ALLEGATO,Un possibile significato è «aggiunto»
ALLEGATO,Un possibile significato è «annesso»
ALLEGGERIRE,Può significare «rilevare»
ALLEGGERIRE,Tra i suoi significati: «alleviare»
ALLEGORIA,Dice una cosa per farne intendere un'altra
ALLEGORIA,Può significare «favola»
ALLEGRA,Può esserlo una donna lieta e vivace
ALLEGRE,Possono esserlo donne liete e vivaci
ALLEGRETTO,Tempo musicale abbastanza vivace
ALLEGRI,"Massimiliano, allenatore livornese pluriscudettato"
ALLEGRI,Possono esserlo uomini lieti e vivaci
ALLEGRIA,Il buonumore contagioso
ALLEGRO,Il movimento musicale vivace e brioso
ALLEGRO,Un po' brillo per il vino
ALLEGRO,"Veloce in musica, lieto nel carattere"
ALLEGRO,Tra i suoi significati: «gaio»
ALLELUIA,L'esultanza della liturgia pasquale
ALLEN,Il Woody regista di Manhattan
ALLENA,Prepara con esercizio
ALLENAI,Preparai con esercizio
ALLENAMENTO,Tra i suoi significati: «pratica»
ALLENAMENTO,Vale anche «istruzione»
ALLENARE,Preparare con esercizio
ALLENARE,Tra i suoi significati: «formare»
ALLENARE,Può significare «insegnare»
ALLENARSI,Vale anche «esercitare»
ALLENARSI,Un possibile significato è «prepararsi»
ALLENATO,Preparato con esercizio
ALLENATORE,Tra i suoi significati: «mister»
ALLENATORE,Un possibile significato è «coach»
ALLENDE,Autrice della Casa degli spiriti
ALLENDE,"Salvador..., presidente cileno"
ALLENO,Preparo con esercizio
ALLENTA,Rende meno teso
ALLENTAI,Resi meno teso
ALLENTARE,Rendere meno teso
ALLENTARE,Può significare «mollare»
ALLENTATO,Reso meno teso
ALLENTO,Rendo meno teso
ALLEO,Uno in patto
ALLERGIA,Avere un'...per qualcosa: insofferenza
ALLERGIA,La reazione eccessiva del sistema immunitario
ALLERTA,Lo stato di massima attenzione
ALLESTIMENTO,Un possibile significato è «preparazione»
ALLESTIMENTO,Vale anche «montaggio»
ALLESTIRE,Preparare per l'uso
ALLESTISCE,Prepara per l'uso
ALLESTISCO,Preparo per l'uso
ALLESTISCONO,Preparano per l'uso
ALLESTITO,Preparato per l'uso
ALLETTANTE,Tra i suoi significati: «bellissimo»
ALLETTANTE,Un possibile significato è «meraviglioso»
ALLEVAI,Feci crescere con cura
ALLEVAMENTO,"In una sua accezione, «educazione»"
ALLEVAMENTO,Vale anche «fattoria»
ALLEVARE,Far crescere con cura
ALLEVARE,"In una sua accezione, «crescere»"
ALLEVARE,Vale anche «educare»
ALLEVATO,Fatto crescere con cura
ALLEVATORE,Cura e fa crescere il bestiame
ALLEVI,Il pianista e compositore italiano dai capelli ricci
ALLEVIARE,Può significare «placare»
ALLEVIARE,"In una sua accezione, «attenuare»"
ALLIEVO,Chi impara da un maestro
ALLIEVO,Vale anche «studente»
ALLIEVO,"In una sua accezione, «alunno»"
ALLIGATORE,Il coccodrillo americano dal muso largo
ALLINEA,Mette sulla stessa linea
ALLINEAI,Misi sulla stessa linea
ALLINEARE,Mettere sulla stessa linea
ALLINEARE,Un possibile significato è «ordinare»
ALLINEATO,Messo sulla stessa linea
ALLINEO,Metto sulla stessa linea
ALLITTERAZIONE,Fa ripetere suoni più che idee
ALLOCCO,Rapace notturno e ingenuo da rimprovero
ALLODOLA,Uccello dal canto mattutino
ALLODOLA,Uccello mattiniero che canta in alto
ALLODOLE,Specchietto per le...: l'inganno che attira
ALLOFONO,Variante di un fonema
ALLOGGERA,Darà o troverà alloggio
ALLOGGIA,Ospita o prende dimora
ALLOGGIARE,Dare o trovare alloggio
ALLOGGIARE,Tra i suoi significati: «ospitare»
ALLOGGIATO,Dato o trovato alloggio
ALLOGGIO,Do ospitalità a chi arriva
ALLOGGIO,Può significare «fuga»
ALLOGGIO,Tra i suoi significati: «appartamento»
ALLONTANA,Manda lontano
ALLONTANAMENTO,Può significare «separazione»
ALLONTANAMENTO,"In una sua accezione, «esclusione»"
ALLONTANARE,Mandare lontano
ALLONTANARE,Vale anche «evitare»
ALLONTANARE,Può significare «rimuovere»
ALLONTANATO,Mandato lontano
ALLONTANO,Mando lontano
ALLORA,"In una sua accezione, «quindi»"
ALLORO,Corona di poeti e aroma da arrosto
ALLORO,La pianta che incorona poeti e vincitori
ALLORO,Riposare sugli...: vivere di gloria passata
ALLORO,"In una sua accezione, «lauro»"
ALLOTROPO,Forma diversa dello stesso elemento chimico
ALLUCE,Il dito più grosso del piede
ALLUME,Sale astringente da emostatico
ALLUMINIO,Leggero metallo delle lattine
ALLUNGA,Rende più lungo
ALLUNGARE,Rendere più lungo
ALLUNGARE,Tra i suoi significati: «tagliare»
ALLUNGARE,Vale anche «affidare»
ALLUNGATO,Reso più lungo
ALLUNGHERA,Renderà più lungo
ALLUNGO,Rendo più lungo
ALLUNGO,Un possibile significato è «passaggio»
ALLUSIONE,Vale anche «riferimento»
ALLUSIONE,"In una sua accezione, «menzione»"
ALLUSIVE,Che lascia intendere
ALLUVIONE,Inondazione devastante
ALLUVIONE,"In una sua accezione, «scarica»"
ALLUVIONE,Può significare «torrente»
ALMANACCO,Calendario ricco di notizie
ALMANACCO,"Raccoglie date, santi e previsioni dell'anno"
ALMANACCO,Tra i suoi significati: «annuario»
ALMENO,"Come minimo, perlomeno"
ALMODOVAR,Il regista spagnolo di Tutto su mia madre
ALOE,Il gel lenitivo per le scottature
ALOE,Pianta carnosa usata in creme lenitive
ALOE,Pianta grassa dalle foglie carnose
ALONE,Cerchio di luce o macchia
ALONE,L'aureola sfumata di luce intorno a un astro
ALONSO,Il pilota spagnolo due volte iridato di F1
ALOPECIA,Caduta dei capelli
ALPACA,Camelide andino dalla lana pregiata
ALPE,Il pascolo d'alta montagna
ALPE,Monte da pascoli d'alta quota
ALPESTRE,Tipico dell'alta montagna
ALPI,Catena che fa da arco all'Italia
ALPI,La catena del Monte Bianco e del Cervino
ALQUANTO,Tra i suoi significati: «abbastanza»
ALQUANTO,Può significare «piuttosto»
ALTA,Può esserlo una linea elevata
ALTAIR,Stella brillante dell'Aquila
ALTALENA,Gioco che sale e scende
ALTALENA,Gioco che va su e giù
ALTALENA,Un... di emozioni: continui alti e bassi
ALTALENA,Va avanti e indietro nel parco giochi
ALTALENE,Fanno su e giù nei parchi
ALTAMENTE,Un possibile significato è «molto»
ALTAMENTE,"In una sua accezione, «estremamente»"
ALTANA,Loggia alta sopra i tetti
ALTARE,La mensa sacra della chiesa
ALTARE,Portare all'...: condurre alle nozze
ALTARE,Tavola sacra al centro del rito
ALTARE,Tavola sacra in chiesa
ALTARI,Tavole sacre in chiesa
ALTE,Possono esserlo linee elevate
ALTEA,Erba officinale emolliente
ALTERA,Fiera e distaccata
ALTERARE,"In una sua accezione, «cambiare»"
ALTERARE,Un possibile significato è «rovinare»
ALTERATO,"In una sua accezione, «rovinato»"
ALTERATO,Tra i suoi significati: «danneggiato»
ALTERAZIONE,"In una sua accezione, «cambiamento»"
ALTERAZIONE,Un possibile significato è «falso»
ALTERCO,Il litigio aspro
ALTERE,Fiere e distaccate
ALTERI,Fieri e distaccati
ALTERNA,Fa succedere a turno
ALTERNAI,Feci succedere a turno
ALTERNANZA,Può significare «rotazione»
ALTERNANZA,Un possibile significato è «altalena»
ALTERNARE,Far succedere a turno
ALTERNATIVA,Può significare «scelta»
ALTERNATIVA,"In una sua accezione, «opzione»"
ALTERNATO,Fatto succedere a turno
ALTERNO,Faccio succedere a turno
ALTERO,Fiero e distaccato
ALTEZZA,La misura dal basso verso l'alto
ALTEZZA,"In una sua accezione, «nobiltà»"
ALTEZZA,Può significare «statura»
ALTEZZOSA,Può esserlo una donna piena di superbia
ALTEZZOSE,Possono esserlo donne piene di superbia
ALTEZZOSI,Possono esserlo uomini pieni di superbia
ALTEZZOSO,Può esserlo un uomo pieno di superbia
ALTI,Possono esserlo profili elevati
