soluzione,definizione
BERGOMI,"Beppe lo Zio, bandiera dell'Inter"
BERILLO,Pietra che cambia pregio con il colore
BERING,Mare e stretto tra Asia e America
BERLINA,Nel lessico si avvicina a gogna
BERLINO,Capitale tedesca della Porta di Brandeburgo
BERLINO,Città della Porta di Brandeburgo
BERLINO,Il muro di...caduto nel 1989
BERLUSCONI,Il Silvio imprenditore e leader politico
BERMUDA,Arcipelago atlantico del celebre triangolo
BERMUDA,I pantaloni corti fino al ginocchio
BERMUDA,Una forma specifica di pantaloni
BERNA,Capitale federale svizzera
BERNABEU,Lo stadio del Real Madrid
BERNARD,Il nome del ciclista francese Hinault
BERNARDO,L'abate di Chiaravalle
BERNIE,Il nome del senatore americano Sanders
BERNINI,Il Gian Lorenzo del colonnato di San Pietro
BERNOCCOLO,Avere il...: la predisposizione naturale per qualcosa
BERNOCCOLO,Il gonfiore da una botta in testa
BERRETTI,Si calano sulla testa nei giorni freddi
BERRETTINI,"Matteo, tennista azzurro finalista a Wimbledon"
BERRETTO,Copricapo che ripara dal freddo
BERRETTO,Copricapo morbido
BERRETTO,Tiene caldo il capo d'inverno
BERRETTO,Rientra nel campo di acconciatura
BERSAGLIO,Lo cerca la freccia al centro del tiro
BERSAGLIO,Punto da colpire
BERSAGLIO,Ha tra le sue parti palo della porta
BERT,Il nome dello spazzacamino di Mary Poppins
BERTA,La filatrice proverbiale d'altri tempi
BERTA,Uccello marino che plana sulle onde
BERTA,Uccello marino dal nome proverbiale
BERTA,Può assumere il significato di gazza
BERTE,"La cantante rock, Loredana"
BERTOLUCCI,Regista dell'Ultimo imperatore
BERTRAND,Il nome del filosofo Russell
BERTUCCIA,Piccola scimmia nordafricana
BESCIAMELLA,Salsa bianca per lasagne e gratin
BESTEMMIA,Nel lessico si avvicina a maledizione
BESTEMMIA,Può assumere il significato di eresia
BESTEMMIARE,Può essere una maniera di pronunciare
BESTIA,Un essere vivente capace capace di movimento volontario
BESTIA,In certi usi corrisponde a stupido
BESTIALE,Qualità che si avvicina a animale
BESTIALE,Può assumere la sfumatura di brutale
BESTIAME,Ha tra le sue parti manzo
BESTIARIO,Catalogo medievale di animali reali e fantastici
BETA,La versione di prova di un programma
BETA,Seconda lettera greca e versione provvisoria
BETELGEUSE,Gigante rossa di Orione
BETLEMME,Città della Natività
BETTA,Pesce combattente da acquario
BETTA,Una forma specifica di barca
BETTINI,"Paolo, il Grillo campione olimpico azzurro"
BETULLA,Albero dalla corteccia chiara
BEVUTA,Un caso particolare di assunzione
BEYONCE,La cantante americana ex Destiny's Child
BEZOS,Il fondatore di Amazon
BH,Iniziali del comico Hope
BH,Iniziali del rocker Haley
BHUTAN,Regno himalayano della felicità nazionale lorda
BI,Prefisso che indica il doppio
BI,Sigla automobilistica di Biella
BIAGGI,Il pilota motociclista azzurro l'Imperatore
BIAGIO,"...Antonacci, il cantante"
BIAGIO,Il santo protettore della gola
BIALETTI,La marca italiana della moka con l'omino coi baffi
BIANCANEVE,La fanciulla dei sette nani
BIANCANEVE,La principessa dei sette nani
BIANCHERIA,Una forma specifica di indumento intimo
BIANCHETTO,Il novellame di pesce azzurro
BIANCO,Colore che sulla pagina aspetta parole
BIANCO,Il vino chiaro da pesce
BIANCO,Lo spazio non scritto: lasciare in...
BIANCOSPINO,Arbusto spinoso dai fiori bianchi
BIASCICO,Pronuncio le parole a fatica
BIASIMARE,Azione riconducibile al significato di criticare
BIASIMARE,Rientra tra i modi di criticare
BIASIMO,Appartiene alla categoria di predica
BIASIMO,Un tipo particolare di giudizio
BIATHLON,Disciplina di sci di fondo e tiro
BIBERON,Bottiglietta col ciuccio per neonati
BIBERON,Completa la frase: «ha bevuto un intero … di latte»
BIBERON,Può rimandare all’idea di boccia
BIBITA,Bevanda rinfrescante
BIBLIOMANIA,La passione smodata per i libri
BIBLIOTECA,Custodisce scaffali di libri in silenzio
BIBLIOTECA,Raccolta di libri da consultare
BIBLIOTECA,Una stanza dove sono tenuti libri
BIBLIOTECARIO,Custodisce e presta i libri
BIBLIOTECARIO,Una forma specifica di professionista
BIBLO,Antica città fenicia da cui deriva la Bibbia
BIC,Marca della penna usa e getta
BIC,"Marca di penne, accendini e rasoi usa e getta"
BICA,Il mucchio di covoni nel campo
BICCHIERE,Recipiente per bere
BICCHIERI,Si alzano per brindare
BICE,L'amata di Dante in forma familiare
BICI,Per andarci si pedala
BICI,Ha tra le sue parti sella
BICICLETTA,Si pedala su due ruote
BICICLETTA,Completa la frase: «sai andare in …»
BICICLETTA,Comprende anche sella
BICOCCA,Rientra nel campo di rifugio
BICOCCA,Un tipo particolare di rifugio
BIDET,Sanitario basso del bagno
BIDONE,Grosso recipiente cilindrico
BIDONE,Il contenitore dei rifiuti
BIDONE,"La fregatura, l'imbroglio"
BIDONE,Un caso particolare di frode
BIEBER,La popstar canadese di Baby
BIECA,Torva e minacciosa
BIECHE,Torve e minacciose
BIECHI,Torvi e minacciosi
BIECO,Torvo e minaccioso
BIENNALE,La grande mostra d'arte di Venezia
BIFOLCO,Il contadino che ara con i buoi
BIFOLCO,Appartiene alla categoria di antipatico
BIFOLCO,Rientra nel campo di antipatico
BIFORA,Finestra medievale divisa in due
BIG,Si può classificare come artista
BIG,Una forma specifica di potente
BIGA,Carro antico a due cavalli
BIGIO,Di un grigio scuro tendente al cenere
BIGLIA,La sfera di vetro con cui giocano i bambini
BIGLIA,Pallina di vetro da gioco
BIGLIA,Un esempio riconducibile a pallone
BIGLIE,Rotolano nei giochi dei bambini
BIGLIETTERIA,Una manifestazione di ufficio
BIGLIETTO,"Documento commerciale che permette di utilizzare trasporti pubblici o di entrare in vari locali (es. cinema, teatro, etc.)"
BIGLIETTO,Una forma specifica di carta moneta
BIGNE,Pasticcino ripieno di crema
BIGODINO,Cilindretto per arricciare i capelli
BIGODINO,Tiene in piega una ciocca
BILANCIA,Misura il peso o segno zodiacale
BILANCIA,"Pesa mele, valigie e coscienze"
BILANCIA,Strumento per pesare o segno zodiacale
BILANCIA,Può rimandare all’idea di pesa
BILANCIAMENTO,"Equilibrio, in un’accezione meno immediata"
BILANCIAMENTO,Si può classificare come equilibrio
BILANCIATO,Può assumere la sfumatura di equilibrato
BILANCIO,Un esempio riconducibile a progetto
BILBO,Lo hobbit protagonista del romanzo Lo Hobbit
BILE,Amarezza organica e figurata
BILE,"La collera, la stizza repressa"
BILE,Una variante di collera
BILES,La ginnasta americana dai tanti ori
BILIA,Pallina da tavolo verde e umore antico
BILIARDO,Gioco con stecca e bilie
BILICO,Equilibrio che non rassicura
BILICO,Un caso particolare di asse
BILIOSO,Irritabile come chi ha troppa bile
BILL,"Il conto al ristorante, in inglese"
BILL,Il nome del fondatore di Microsoft Gates
BILLIE,Il nome della cantante Eilish
BIMBA,Una persona di sesso femminile
BIMBA,Rientra nel campo di femmina
BIMBO,Bambino detto con tenerezza
BIMBO,Può assumere il significato di figlio
BIMBO,"Un figlio giovane, che non ha ancora iniziato a parlare o camminare"
BINARIO,"A due soli valori, come il codice dei computer"
BINARIO,Guida di ferro per treni
BINARIO,I due ferri su cui corre il treno
BINARIO,Lo segue il treno
BINDA,Il martinetto per sollevare pesi
BINDA,Storico campione del ciclismo italiano
BINGO,La tombola da sala
BINGO,Nel lessico si avvicina a tombola
BINOCOLI,Avvicinano ciò che è lontano
BINOCOLO,Avvicina ciò che è lontano
BINOCOLO,Fa vedere lontano con due occhi
BINOCOLO,Può includere oculare tra i suoi elementi
BINOMIO,"Coppia, in un’accezione meno immediata"
BINOMIO,Un esempio riconducibile a coppia
BIO,Profilo personale in forma abbreviata
BIO,Prefisso che promette naturalezza
BIOGRAFIA,Una forma specifica di cronaca
BIOGRAFO,Racconta la vita degli altri
BIOMA,Grande ambiente naturale
BIONDA,La birra chiara dalla schiuma
BIONDA,Con capelli chiari
BIONDE,Con capelli chiari
BIONDI,Con capelli chiari
BIONDO,Con capelli chiari
BIOPSIA,Il prelievo di tessuto per analisi
BIPLANO,Aereo con due ali sovrapposte
BIRD,"L'uccello, in inglese"
BIRD,"Larry, leggenda dei Boston Celtics"
BIRILLI,I bersagli del bowling
BIRILLO,Si abbatte nel bowling
BIRO,Penna che porta il nome dell'inventore
BIROCCIO,Carro agricolo a due ruote
BIRRA,"L'energia, la grinta: darci dentro di gran..."
BIRRA,Schiuma nel boccale
BIS,Il raddoppio nel numero civico
BIS,Si chiede quando l'applauso non basta
BISACCIA,Doppia sacca da viaggio povero
BISACCIA,Sacca doppia da viaggio o da sella
BISANZIO,L'antico nome di Costantinopoli
BISBIGLIO,Voce bassa che non vuole testimoni
BISCA,Gioco d'azzardo poco raccomandabile
BISCIA,Il serpente innocuo che ama l'acqua
BISCIA,Serpente innocuo dei prati
BISCIA,"Serpente modesto, spesso innocuo"
BISCOTTO,Dolce secco da colazione
BISCOTTO,"Nel calcio, il pari che fa comodo a entrambe"
BISCROMA,Nota dal valore di un sedicesimo
BISETTRICE,La retta che divide un angolo a metà
BISHKEK,Capitale kirghisa
BISIO,"L'attore comico di Zelig, Claudio"
BISLACCA,Strana e bizzarra
BISLACCHE,Strane e bizzarre
BISLACCHI,Strani e bizzarri
BISLACCO,Strano e bizzarro
BISMARCK,L'artefice dell'unità tedesca
BISNONNO,Una variante di parente
BISNONNO,Un tipo particolare di parente
BISOGNA,Appartiene alla categoria di necessario
BISOGNO,Una manifestazione di aspetto della vita mentale
BISOGNO,Un tipo particolare di aspetto della vita mentale
BISONTE,Grande bovino delle praterie
BISONTI,Grossi bovini delle praterie
BISSAU,Capitale di una Guinea con doppio nome
BISTECCA,La fetta di carne ai ferri
BISTECCA,Una fetta di carne di un animale
BISTICCIO,Il litigio di poco conto
BISTURI,Il piccolo coltello del chirurgo
BISTURI,Lama sottile da sala operatoria
BIT,L'unità elementare dell'informazione
BIT,"Un pochino, in inglese"
BITCOIN,La più nota delle criptovalute
BITUME,Asfalto nero e viscoso
BIVACCO,Riparo provvisorio da montagna
BIVACCO,Sosta notturna all'aperto o in quota
BIVACCO,Una variante di sede
BIVIO,Chiede una scelta alla strada
BIVIO,Il punto in cui si deve scegliere
BIVIO,Punto in cui la strada si divide
BIVIO,In certi usi corrisponde a incrocio
BIXIO,Il Nino garibaldino di Bronte
BIZZARRA,Strana e capricciosa
BIZZARRE,Strane e capricciose
BIZZARRI,Strani e capricciosi
BIZZARRO,Strano e capriccioso
BIZZARRO,Qualità che si avvicina a strano
BIZZARRO,"Curioso, secondo il contesto"
BIZZOSA,Facile ai capricci
BIZZOSE,Facili ai capricci
BIZZOSI,Facili ai capricci
BIZZOSO,Facile ai capricci
BK,Iniziali del comico Keaton
BK,Simbolo chimico del berkelio
BL,Iniziali del maestro di arti marziali Lee
BL,Sigla automobilistica di Belluno
BLACKJACK,Gioco di carte del ventuno
BLAKE,Il nome dell'attrice Lively
BLANCHETT,La Cate due volte premio Oscar
BLANCO,"Bianco, in spagnolo"
BLANCO,Il cantante di «Brividi»
BLANDA,Poco energica
BLANDE,Poco energiche
BLANDI,Poco energici
BLANDISCO,Ammansisco con le moine
BLANDO,Poco energico
BLASFEMO,Offende il sacro con parole
BLASONE,Linguaggio nobile dello stemma
BLASONE,Può rimandare all’idea di arma
BLASONE,Una forma specifica di status
BLEACH,Il manga degli shinigami mietitori di anime
BLITZ,L'irruzione fulminea della polizia
BLOCCA,Ferma del tutto
BLOCCARE,Fermare del tutto
BLOCCARE,Può essere una maniera di difendere
BLOCCARE,Azione riconducibile al significato di difendere
BLOCCATO,Fermato del tutto
BLOCCHERA,Fermerà del tutto
BLOCCO,Fermo del tutto
BLOCCO,Il taccuino per appunti
BLOCCO,"L'impedimento, lo stop improvviso"
BLOCCO,Un caso particolare di schieramento
BLOCKCHAIN,La catena di blocchi delle criptovalute
BLOG,Diario personale sul web
BLU,Il colore del cielo sereno e del mare
BLU,"Il principe azzurro, ma più scuro"
BLU,Può assumere la sfumatura di azzurro
BLUEGRASS,Genere country degli Appalachi
BLUES,Avere il...: essere giù di morale
BLUES,Genere malinconico nato nel Sud americano
BLUETOOTH,La connessione senza fili a corto raggio
BLUFF,L'inganno tipico del poker
BLUSA,La camicetta da donna
BN,Sigla automobilistica di Benevento
BO,Iniziali del presidente Obama
BO,Sigla automobilistica di Bologna
BOA,Galleggiante di segnalazione
BOA,Il serpente che stritola la preda
BOA,La sciarpa di piume
BOA,Serpente costrittore o galleggiante
BOA,Serpente grande o galleggiante in mare
BOATO,Il rombo cupo e fragoroso dell'esplosione
BOATO,Un caso particolare di rumore
BOATO,Una manifestazione di rumore
BOB,"...Marley, il re del reggae"
BOB,Il taglio di capelli a caschetto
BOB,Scivola sul ghiaccio in squadra
BOBBIO,Borgo piacentino con il ponte Gobbo
BOBBIO,"Norberto..., il filosofo del diritto"
BOBINA,Completa la frase: «… di pellicola cinematografica»
BOBSLEIGH,La slitta da corsa su pista ghiacciata
BOCA,Il club argentino degli Juniors di Buenos Aires
BOCA,"La bocca, in spagnolo"
BOCCA,"Da lì esce il lupo, nel proverbio"
BOCCA,In...al lupo!
BOCCA,Un esempio riconducibile a canale
BOCCACCIA,La smorfia di scherno
BOCCACCIO,L'autore del Decameron
BOCCAGLIO,Permette di respirare nuotando a pelo d'acqua
BOCCALE,Il grande bicchiere col manico della birra
BOCCALE,Recipiente per birra
BOCCALE,Può rimandare all’idea di brocca
BOCCALI,Si riempiono di birra
BOCCAPORTO,Apertura sul ponte verso la stiva
BOCCE,Gioco di sfere su terreno battuto
BOCCERA,Respingerà a un esame
BOCCHETTA,Piccola apertura per aria o acqua
BOCCIA,La sfera del gioco sul campo di terra
BOCCIA,Respinge a un esame
BOCCIA,Vaso panciuto o palla da gioco
BOCCIA,"Bottiglia, in un’accezione meno immediata"
BOCCIARE,Respingere a un esame
BOCCIARE,Una particolare maniera di battere
BOCCIARE,Un modo particolare di giudicare
BOCCIATO,Respinto a un esame
BOCCIO,Respingo a un esame
BOCCIOLO,Fiore non ancora aperto
BOCCIONI,L'Umberto futurista delle forme in movimento
BOCCONE,Porzione che sta in bocca
BOCCONE,Rientra nel campo di assaggio
BOCCONE,Un tipo particolare di alimento
BOCCONI,Finiscono uno alla volta in bocca
BOCELLI,Il tenore cieco toscano di Con te partirò
BOEMIA,Regione ceca e stile di vita artistico
BOFONCHIO,Borbotto seccato
BOGART,L'Humphrey di Casablanca
BOGOTA,Capitale colombiana d'altura
BOGOTA,La capitale colombiana
BOH,L'espressione di chi non ne ha idea
BOH,Risposta di chi non sa
BOHEME,L'opera di Puccini sugli artisti parigini
BOHR,Il Niels del modello atomico
BOIA,"...chi molla!, il grido di incitamento"
BOIA,Faceva lavoro di morte per legge
BOIA,Si può classificare come persona non grata
BOICOTTARE,Un modo non sempre letterale di minare
BOICOTTARE,Può rientrare nell’idea di sabotare
BOITO,L'Arrigo librettista di Verdi
BOLERO,Danza spagnola dal ritmo crescente
BOLERO,Giacchino corto o musica di Ravel
BOLERO,"Il...di Ravel, crescendo orchestrale"
BOLIDE,Corpo celeste luminoso o auto velocissima
BOLIDE,Il veicolo da corsa velocissimo
BOLIDE,La meteora molto luminosa
BOLIVAR,La valuta del Venezuela
BOLIVAR,Liberatore del Sudamerica
BOLIVIA,Paese andino con il lago Titicaca
BOLLA,Sfera d'aria nel sapone
BOLLA,Si può classificare come cisti
BOLLA,Un esempio riconducibile a cisti
BOLLE,"L'étoile italiano della Scala, Roberto"
BOLLE,Scoppiano nel sapone
BOLLETTA,"Conto di luce, gas o telefono"
BOLLETTA,Una forma specifica di rendiconto
BOLLETTA,In certi usi corrisponde a ricevuta
BOLLETTINO,Comprende anche spazio in bianco
BOLLETTINO,Può includere spazio in bianco tra i suoi elementi
BOLLINO,Piccolo adesivo colorato
BOLLIRE,Una manifestazione di cottura
BOLLIRE,Una variante di cuocere
BOLLITORE,Scalda acqua per tè e tisane
BOLLITORE,Una variante di pentola
BOLLO,Una variante di matrice
BOLLO,Un tipo particolare di matrice
BOLOGNA,Città delle Due Torri
BOLOGNA,"La mortadella, in certe regioni"
BOLSENA,Il lago vulcanico del Lazio
BOLSENA,Località laziale affacciata su un lago vulcanico
BOLT,"Il bullone, in inglese"
BOLT,Il velocista giamaicano fulmine
BOLZANO,Città altoatesina bilingue
BOMBA,"Fa rumore, anche quando è una notizia"
BOMBA,La notizia clamorosa e improvvisa
BOMBARDA,Antico cannone da assedio
BOMBARDAMENTO,Una manifestazione di fuoco
BOMBER,"Il cannoniere goleador, o il giubbotto"
BOMBETTA,Cappello rigido e tondo all'inglese
BOMBO,Il grosso ape peloso e ronzante
BOMBOLETTA,"Spruzza vernice, panna o deodorante"
BOMBONIERA,Ricordo con confetti da cerimonia
BONACCIA,Calma di mare che ferma le vele
BONATTI,Il grande alpinista italiano delle Alpi
BOND,L'agente segreto 007 col vodka martini
BOND,"L'obbligazione finanziaria, in inglese"
BOND,"Il cognome di James, agente 007"
BONELLI,La casa editrice italiana di Tex e Dylan Dog
BONGOS,Coppia di tamburi cubani
BONIFACIO,Nome di vari papi medievali
BONIFICO,Una forma specifica di riduzione
BONNIE,Il nome della gangster Parker
BONO,Il cantante degli U2
BONO,"Sonny..., marito di Cher"
BONOLIS,"Il conduttore romano di molti quiz, Paolo"
BONSAI,Albero costretto a restare piccolo
BONTA,La dolcezza dei gesti generosi
BONTA,Un tipo particolare di livello
BONTA,Una forma specifica di moralità
BONUCCI,"Leonardo, difensore campione d'Europa nel 2021"
BONUS,Il premio o il punto in più
BONUS,Un tipo particolare di pagamento
BONUS,Un esempio riconducibile a pagamento
BOOMERANG,Arma che torna indietro
BOOMERANG,Effetto...: si ritorce contro chi lo lancia
BOOTE,"Il Bovaro, costellazione di Arturo"
BORA,Il vento freddo che sferza Trieste
BORA,Vento triestino freddo e impetuoso
BORABORA,Atollo turistico della Polinesia
BORBOTTIO,Mormorio di chi non esplode
BORBOTTO,Brontolo tra i denti
BORDEAUX,Rosso scuro come il vino
BORDELLO,Si può classificare come palazzo
BORDELLO,Una forma specifica di rumore
BORDERCOLLIE,Il cane da pastore scozzese intelligentissimo
BORDO,"Il margine, l'orlo estremo"
BORDO,Parte estrema di una superficie
BORDO,Un caso particolare di linea
BORG,Il tennista svedese dei cinque Wimbledon
BORGATA,Si può classificare come insediamento
BORGATA,Un tipo particolare di zona residenziale
BORGES,Il Jorge Luis dei labirinti
BORGES,Scrittore di labirinti e biblioteche infinite
BORGHESE,"Della classe media, né nobile né operaio"
BORGHESE,"Il principe romano detto il nero, calciatore"
BORGHESE,In...: il poliziotto non in divisa
BORGHESE,Appartiene alla categoria di cittadino
BORGO,Il piccolo centro abitato medievale
BORGO,Paese dentro mura o fuori dal centro
BORGO,Piccolo centro raccolto attorno alle case
BORGO,Un esempio riconducibile a comunità
BORIOSA,Vanitosa e superba
BORIOSE,Vanitose e superbe
BORIOSI,Vanitosi e superbi
BORIOSO,Vanitoso e superbo
BORMIO,Località alpina di terme e piste da sci
BORNEO,Grande isola asiatica coperta di foreste
BORNEO,Grande isola asiatica divisa fra tre Stati
BORRACCE,Seguono escursionisti e ciclisti
BORRACCIA,Compagna d'acqua di escursionisti e ciclisti
BORRACCIA,Contiene acqua nello zaino
BORRACCIA,Fiaschetta da escursione
BORROMINI,Il Francesco architetto barocco
BORSA,Contiene oggetti o quotazioni
BORSA,Il sussidio allo studente meritevole
BORSA,La sacca da portare a tracolla
BORSA,Un caso particolare di contenitore
BORSELLINO,Il Paolo magistrato di via D'Amelio
BORSELLINO,Il piccolo portamonete
BOSCAIOLO,Taglia gli alberi nel bosco
BOSCH,Artista fiammingo dei mostri fantastici
BOSCH,Marca tedesca di elettrodomestici e utensili
BOSCH,Pittore fiammingo dei mostri fantastici
BOSCHETTO,Macchia di alberi più piccola di una foresta
BOSCHETTO,Piccolo bosco quasi domestico
BOSCIMANI,Cacciatori del deserto del Kalahari
BOSCO,Il...di Sherwood di Robin Hood
BOSCO,Insieme di alberi non troppo esteso
BOSCO,Insieme fitto di alberi
BOSCO,Ha albero fra i suoi componenti
BOSE,La marca americana di diffusori audio
BOSFORO,Stretto che attraversa Istanbul
BOSNIA,"Balcanica, con Sarajevo"
BOSONE,"Il...di Higgs, la particella di Dio"
BOSONE,Particella dal comportamento intero nello spin
BOSSANOVA,Genere brasiliano dolce e sincopato
BOSSO,Arbusto da siepi geometriche
BOSTON,La città americana del tè e di Harvard
BOTANICA,"Studia fiori, foglie e radici"
BOTOLA,Apertura nel pavimento o nel soffitto
BOTOLA,Rientra nel campo di buco
BOTRITE,Muffa nobile o rovina dell'uva
BOTTA,... e risposta: il rapido batti e ribatti
BOTTA,Il colpo violento
BOTTA,Si può classificare come sorpresa
BOTTAIO,Artigiano che costruisce botti
BOTTE,Contenitore di vino o percosse
BOTTE,Grande recipiente da cantina
BOTTE,"Le percosse, le bastonate"
BOTTE,In certi usi corrisponde a barile
BOTTEGA,Lo studio del maestro pittore con gli allievi
BOTTEGA,Negozio che conserva mani artigiane
BOTTEGA,Negozio dell'artigiano
BOTTEGA,Un esempio riconducibile a posto di lavoro
BOTTEGHINO,Sportello per biglietti e incassi
BOTTEGHINO,Una forma specifica di ufficio
BOTTICELLI,Il Sandro della Primavera
BOTTIGLIA,Recipiente dal collo stretto
BOTTIGLIA,"Boccia, in un’accezione meno immediata"
BOTTIGLIA,In certi usi corrisponde a biberon
BOTTIGLIONE,Grande bottiglia
BOTTINO,Una variante di furto
BOTTINO,Si può classificare come furto
BOTTO,Una forma specifica di rumore
BOTTO,Una manifestazione di rumore
BOTTONE,Attaccare un...: trattenere a chiacchierare
BOTTONE,Chiude l'abito entrando nell'asola
BOTTONE,Il pulsante da premere
BOTTONE,Si infila nell'asola
BOTTONI,Entrano nelle asole
BOULDERING,L'arrampicata su massi senza corda
BOULEVARD,Si può classificare come strada di città
BOULEVARD,Una manifestazione di strada di città
BOUNTY,La barretta al cocco col paradiso
BOURBON,Il whiskey americano di mais
BOURBON,La dinastia reale di Francia e Napoli
BOUTIQUE,Piccolo negozio di moda
BOVA,Il Raoul attore de La piovra
BOWIE,"Il camaleonte del rock di Ziggy Stardust, David"
BOWSER,Il re delle tartarughe nemico di Mario
BOX,Una nozione collegata a garage
BOX,Può assumere il significato di stalla
BOXE,La nobile arte dei guantoni
BOXE,Sport del pugilato
BOXE,Appartiene alla categoria di sport
BOXER,Cane robusto o mutande da uomo
BOY,Rientra nel campo di artista
BOY,Un tipo particolare di artista
BOZZA,Può assumere il significato di disegno
BOZZA,Rientra nel campo di danno
BOZZETTO,Prova d'artista prima dell'opera
BOZZETTO,Si può classificare come disegno
BOZZOLO,Custodia di seta per la metamorfosi
BR,Iniziali del filosofo Russell
BR,Iniziali dell'attore Reynolds
BR,Sigla automobilistica di Brindisi
BR,Sigla internazionale del Brasile
BRACCAI,Passato remoto: Inseguire da vicino
BRACCIALE,Gioiello da polso
BRACCIALE,Ornamento da portare al polso
BRACCIALETTO,Il gioiello da polso
BRACCIALETTO,Ornamento da polso
BRACCIALI,Ornano i polsi
BRACCIO,"Arto, leva o tratto di mare"
BRACCIO,Il tratto di mare o di fiume
BRACCIO,Quello di ferro decide il più forte
BRACCIO,"Quello di ferro, la prova di forza"
BRACCIODIFERRO,Il marinaio dei cartoni che mangia spinaci
BRACCIOLO,Sostegno laterale della poltrona
BRACCO,Il cane da caccia dal fiuto fine
BRACE,Fuoco che non fa più fiamma
BRACE,I carboni ardenti su cui grigliare
BRACE,Resto ardente del fuoco
BRACE,Rosso residuo del fuoco
BRACHIOSAURO,Il gigantesco dinosauro dalle zampe anteriori più lunghe
BRACI,Restano vive sotto la cenere
BRACIERE,Contiene carboni accesi
BRACIERE,Contiene carboni ardenti per scaldare
BRACIERE,Recipiente per carboni ardenti
BRACIOLA,Fetta di carne pronta per padella o griglia
BRAD,Il chiodino sottile da falegname
BRAD,Il nome dell'attore Pitt
BRADIPI,Si muovono con estrema lentezza
BRADIPO,Animale lentissimo
BRADIPO,Animale lentissimo appeso ai rami
BRADIPO,Il mammifero lentissimo appeso ai rami
BRADIPO,Lentezza appesa ai rami
BRADLEY,Il nome dell'attore Cooper
BRADO,"Libero nei campi, detto di bestiame"
BRADY,Il quarterback dai sette anelli del Super Bowl
BRAHE,Astronomo danese dal naso d'argento
BRAHMA,Il dio creatore della trimurti indù
BRAHMAPUTRA,Fiume himalayano dal nome lunghissimo
BRAHMS,Compositore tedesco di sinfonie romantiche
BRAHMS,La celebre ninna nanna di...
BRAHMS,Romantico tedesco severo
BRAMA,Il desiderio ardente e bruciante
BRAMA,Una manifestazione di desiderio
BRAMA,Una variante di carica
BRAMAI,Passato remoto: Desiderare molto
BRAMANTE,L'architetto del tempietto di San Pietro in Montorio
BRAMATO,Participio: Desiderare molto
BRAMITO,Voce d'amore del cervo
BRAMOSA,Piena di desiderio
BRAMOSE,Piene di desiderio
BRAMOSI,Pieni di desiderio
BRAMOSO,Pieno di desiderio
BRANCA,Ha tra le sue parti corteccia
BRANCA,"Morso, in un’accezione meno immediata"
BRANCO,Gruppo animale che si muove insieme
BRANCO,Gruppo di lupi o di pesci
BRANCO,Il gruppo di animali della stessa specie
BRANCO,"La banda, la combriccola chiassosa"
BRANCUSI,Scultore rumeno delle forme essenziali
BRANDO,"L'attore del Padrino e di Fronte del porto, Marlon"
BRANDO,"La spada, in poesia"
BRANDON,Il nome del figlio attore di Bruce Lee
BRANDUARDI,"Il cantautore della Fiera dell'Est, Angelo"
BRANDY,L'acquavite di vino
BRANO,Pezzo di musica o di testo
BRANO,Parte di un’opera musicale
BRANO,Una manifestazione di composizione
BRANSON,L'imprenditore britannico della Virgin
BRANZINO,Pesce noto anche come spigola
BRANZINO,Pesce pregiato da forno o griglia
BRAQUE,Cofondatore del cubismo
BRASILE,Paese di Rio e dell'Amazzonia
BRASILIA,Capitale pianificata del Brasile
BRATISLAVA,Capitale slovacca sul Danubio
BRATTO,Località di villeggiatura sull'altopiano di Clusone
BRAVESTARR,Lo sceriffo spaziale dei cartoni
BRAVO,Applauso o aggettivo da scolaro
BRAVO,Il sicario al soldo del signorotto nel Manzoni
BRAVO,"Bello, secondo il contesto"
BRAVURA,Un caso particolare di spirito
BRAVURA,Una forma specifica di potere
BRAZZAVILLE,Capitale del Congo
BREAK,"Familiare, in un uso particolare"
BREAK,Si può classificare come intervallo
BREAKDANCE,La danza acrobatica nata dall'hip hop
BRECCIA,Apertura fatta in un muro
BRECCIA,Apertura in un muro o nella difesa
BRECCIA,Aprire una...nel cuore: conquistare
BRECCIA,Il varco aperto nelle mura
BRECHT,Drammaturgo dell'Opera da tre soldi
BREFOTROFIO,Antico istituto per neonati abbandonati
BREITLING,La marca svizzera di orologi da aviatore
BRENDAN,Il nome dell'attore Fraser
BRENTA,Fiume veneto che corre verso la laguna
BRESAOLA,Salume di manzo della Valtellina
BRESCIA,Città lombarda della Leonessa d'Italia
BRETAGNA,Penisola francese di fari e scogliere
BREVE,In...: in poche parole
BREVE,Di poca durata
BREVE,Può assumere la sfumatura di poco
BREVI,Di poca durata
BREZZA,Il venticello leggero e piacevole
BREZZA,Vento leggero
BREZZA,Vento leggero che consola l'estate
BREZZA,Una forma specifica di vento
BRIAN,"...di Nazareth, il film dei Monty Python"
BRIAN,Il nome del chitarrista dei Queen May
BRICCO,Piccolo recipiente da latte o caffè
BRICIOLA,Pezzetto di pane caduto
BRICIOLA,Rientra nel campo di frammento
BRICIOLA,Un caso particolare di frammento
BRICIOLE,Cadono dalla tavola
BRICIOLO,Una variante di materia
BRICIOLO,Un tipo particolare di materia
BRIDGERTON,La serie Netflix in costume sull'alta società
BRIE,Formaggio francese a crosta bianca
BRIE,La Larson di Captain Marvel
BRIEFING,Riunione informativa preliminare
BRIGA,Fastidio che qualcuno si prende
BRIGA,Si può classificare come sforzo
BRIGA,Una manifestazione di contrasto
