soluzione,definizione
EROS,Dio alato del desiderio
EROS,Il Ramazzotti della canzone
EROS,Il dio greco dell'amore
EROSIONE,Lento lavoro di acqua e vento
ERPICE,L'attrezzo che sminuzza le zolle
ERRANI,"Sara, tennista azzurra romagnola"
ERRATICO,Vaga senza rotta o arriva col ghiacciaio
ERRATO,Un possibile significato è «sbagliato»
ERRATO,Può significare «scorretto»
ERRORE,Deviazione dalla risposta giusta
ERRORE,"Lo sbaglio, la svista"
ERRORE,Sbaglio da correggere
ERRORE,Un possibile significato è «male»
ERRORI,Si correggono con la gomma o l'esperienza
ERTA,"La salita ripida, o stare all'...in guardia"
ERUDITA,Può esserlo una donna molto istruita
ERUDITE,Possono esserlo donne molto istruite
ERUDITI,Possono esserlo uomini molto istruiti
ERUDITO,Può esserlo un uomo molto istruito
ERUDITO,Tra i suoi significati: «studente»
ERUDITO,"In una sua accezione, «studioso»"
ERUZIONE,L'emissione di lava da un vulcano
ERUZIONE,Un possibile significato è «sfogo»
ERUZIONE,Tra i suoi significati: «fioritura»
ERWIN,Il nome del fisico Schrödinger
ES,Iniziali del cantante Sheeran
ES,Iniziali del regista Scola
ES,L'istinto secondo Freud
ESA,Prefisso che vale sei
ESA,Spazio europeo in tre lettere
ESAEDRO,Il cubo a sei facce
ESAGERARE,Può significare «montare»
ESAGERARE,Tra i suoi significati: «ingrandire»
ESAGERAZIONE,Può significare «estremo»
ESAGERAZIONE,Può significare «eccesso»
ESAGONO,Figura a sei lati e soprannome francese
ESALAI,Passato remoto: Mandare fuori un odore
ESALATO,Participio: Mandare fuori un odore
ESALTA,Porta in alto con lodi
ESALTAI,Portai in alto con lodi
ESALTANTE,Può significare «emozionante»
ESALTANTE,"In una sua accezione, «eccitante»"
ESALTARE,Portare in alto con lodi
ESALTARE,Vale anche «ispirare»
ESALTATO,Portato in alto con lodi
ESALTATO,Un possibile significato è «fissato»
ESALTATO,Un possibile significato è «maniaco»
ESALTAZIONE,L'entusiasmo che monta
ESALTAZIONE,"In una sua accezione, «amore»"
ESALTAZIONE,Vale anche «trasporto»
ESALTO,Porto in alto con lodi
ESAME,L'analisi clinica del medico
ESAME,Prova che fa sudare anche da seduti
ESAME,Prova di scuola o d'università
ESAME,Vale anche «prova»
ESAMI,Fanno tremare gli studenti
ESAMINA,Guarda con attenzione critica
ESAMINAI,Guardai con attenzione critica
ESAMINARE,Guardare con attenzione critica
ESAMINARE,Può significare «studiare»
ESAMINARE,Un possibile significato è «risolvere»
ESAMINATO,Guardato con attenzione critica
ESAMINO,Guardo con attenzione critica
ESANGUE,"Pallidissimo, privo di forze"
ESARCA,Governatore bizantino in Italia
ESATTA,Può esserlo una storia priva d'errore
ESATTAMENTE,Vale anche «giusto»
ESATTAMENTE,Vale anche «appunto»
ESATTE,Possono esserlo storie prive d'errore
ESATTEZZA,"In una sua accezione, «precisione»"
ESATTEZZA,"In una sua accezione, «rigore»"
ESATTI,Possono esserlo dati privi d'errore
ESATTO,Può esserlo un dato privo d'errore
ESATTO,Vale anche «giusto»
ESATTO,Può significare «buono»
ESAU,Vendette la primogenitura per un piatto di lenticchie
ESAURITO,Tra i suoi significati: «debole»
ESAURITO,Vale anche «distrutto»
ESAUSTO,"In una sua accezione, «debole»"
ESAUSTO,Può significare «distrutto»
ESCA,Attira il pesce all'amo
ESCA,Ciò che si infila all'amo per i pesci
ESCA,Inganno per pesci o trappole
ESCA,Tra i suoi significati: «amo»
ESCATOLOGIA,La dottrina delle cose ultime
ESCHER,L'artista olandese delle illusioni impossibili
ESCHILO,Tragico greco dell'Orestea
ESCLUDERE,"In una sua accezione, «omettere»"
ESCLUSE,Lasciò fuori
ESCLUSIONE,Vale anche «esilio»
ESCLUSIONE,Un possibile significato è «espulsione»
ESCLUSIVA,"In una sua accezione, «privilegio»"
ESCLUSIVA,Può significare «prerogativa»
ESCLUSIVAMENTE,"In una sua accezione, «soltanto»"
ESCLUSIVAMENTE,Può significare «solamente»
ESCLUSO,Un possibile significato è «malvagio»
ESCLUSO,Un possibile significato è «dannato»
ESCORIAZIONE,L'abrasione della pelle
ESCREMENTI,"In una sua accezione, «feci»"
ESCURSIONE,Gita a piedi fuori porta o in montagna
ESCURSIONE,Vale anche «uscita»
ESCURSIONE,Vale anche «gita»
ESECUTIVO,Tra i suoi significati: «governo»
ESECUTORE,Tra i suoi significati: «artista»
ESECUTORE,Tra i suoi significati: «interprete»
ESECUZIONE,"In una sua accezione, «applicazione»"
ESECUZIONE,Può significare «realizzazione»
ESEDRA,Spazio semicircolare con sedili
ESEGUIRE,Tra i suoi significati: «realizzare»
ESEGUIRE,Vale anche «svolgere»
ESEMPIO,Un possibile significato è «modello»
ESEMPIO,"In una sua accezione, «lezione»"
ESEMPLARE,Vale anche «originale»
ESEMPLARE,Tra i suoi significati: «educativo»
ESENZIONE,Un possibile significato è «esonero»
ESERCITARE,Un possibile significato è «mantenere»
ESERCITARE,"In una sua accezione, «formare»"
ESERCITAZIONE,Un possibile significato è «pratica»
ESERCITAZIONE,Un possibile significato è «esercizio»
ESERCITO,Forza armata di terra
ESERCITO,Un possibile significato è «armata»
ESERCITO,Tra i suoi significati: «milizia»
ESERCIZIO,Può significare «casa»
ESERCIZIO,Può significare «governo»
ESIBIRE,Può significare «dimostrare»
ESIBIRE,Può significare «presentare»
ESIBIZIONE,Vale anche «spettacolo»
ESIBIZIONE,Tra i suoi significati: «interpretazione»
ESIGENTE,Tra i suoi significati: «severo»
ESIGENTE,"In una sua accezione, «impegnativo»"
ESIGENZA,Può significare «bisogno»
ESIGENZA,Un possibile significato è «necessario»
ESIGERE,Vale anche «chiedere»
ESIGERE,Un possibile significato è «aspettare»
ESILARANTE,Può significare «divertente»
ESILARANTE,"In una sua accezione, «ridicolo»"
ESILE,Sottile fino alla fragilità
ESILI,Sottile e fragile
ESILIA,Manda lontano dalla patria
ESILIAI,Passato remoto: Mandare lontano dalla patria
ESILIATO,Un possibile significato è «esule»
ESILIO,Allontana da casa per punizione o sorte
ESILIO,Lontananza forzata dalla patria
ESILIO,Può significare «bando»
ESISTENZA,Un possibile significato è «vita»
ESISTENZA,"In una sua accezione, «sussistenza»"
ESISTENZIALISMO,La filosofia dell'esistenza concreta
ESISTERE,Vale anche «sussistere»
ESITA,Si ferma nel dubbio
ESITAI,Mi fermai nel dubbio
ESITANTE,Può esserlo un dato incerto nel passo
ESITANTI,Possono esserlo dati incerti nel passo
ESITARE,Fermarsi nel dubbio
ESITATO,Fermato nel dubbio
ESITAZIONE,Ferma un gesto sull'orlo della scelta
ESITAZIONE,L'indugio di chi è incerto
ESITO,Risultato quando la prova finisce
ESITO,Tra i suoi significati: «successo»
ESITO,Vale anche «portato»
ESIZIALE,Dannoso in modo grave
ESIZIALI,Dannosi in modo grave
ESKIMO,"Giaccone con cappuccio, anni Settanta"
ESODO,Il grande... estivo dei vacanzieri
ESODO,Il libro biblico della fuga dall'Egitto
ESODO,Partenza collettiva e libro biblico
ESODO,Partenza in massa
ESOFAGO,Condotto che porta il cibo allo stomaco
ESONERO,Vale anche «esenzione»
ESORCISMO,Rito contro presenze indesiderate
ESORDIO,Vale anche «entrata»
ESORDIO,Può significare «lancio»
ESORTAZIONE,L'invito pressante ad agire
ESORTAZIONE,Un possibile significato è «invito»
ESORTO,Spronò all'azione
ESOSA,Che chiede troppo
ESOSE,Che chiedono troppo
ESOSI,Che chiedono troppo
ESOSO,Che chiede troppo
ESOTERICO,Riservato a pochi iniziati
ESPADRILLAS,Scarpe leggere con suola di corda
ESPANDERE,Vale anche «sviluppare»
ESPANDERE,Può significare «estendere»
ESPANDERSI,"In una sua accezione, «crescere»"
ESPANDERSI,Un possibile significato è «svilupparsi»
ESPANSIONE,Un possibile significato è «sviluppo»
ESPANSIONE,Vale anche «crescita»
ESPEDIENTE,Soluzione furba più che nobile
ESPEDIENTE,Tra i suoi significati: «trucco»
ESPEDIENTE,Tra i suoi significati: «ritrovato»
ESPELLERE,"In una sua accezione, «allontanare»"
ESPELLERE,Può significare «scacciare»
ESPERANTO,Lingua artificiale internazionale
ESPERIDI,Le ninfe del giardino dai pomi d'oro
ESPERIENZA,Un possibile significato è «esperimento»
ESPERIENZA,"In una sua accezione, «sperimentazione»"
ESPERIMENTO,Un possibile significato è «esperienza»
ESPERIMENTO,Tra i suoi significati: «test»
ESPERTA,Molto pratica
ESPERTA,Vale anche «maestro»
ESPERTA,Un possibile significato è «competente»
ESPERTE,Molto pratiche
ESPERTI,Molto pratici
ESPERTO,"L'intenditore, il competente in materia"
ESPERTO,Ne sa abbastanza da sembrare prudente
ESPERTO,"Pratico, navigato, smaliziato"
ESPERTO,Tra i suoi significati: «sicuro»
ESPLODERE,Tra i suoi significati: «saltare»
ESPLODERE,Può significare «scoppiare»
ESPLORA,Percorre per conoscere
ESPLORARE,Percorrere per conoscere
ESPLORATO,Percorso per conoscere
ESPLORATORE,Si avventura in terre sconosciute
ESPLORATORE,Un possibile significato è «sentinella»
ESPLORAZIONE,Un possibile significato è «ricerca»
ESPLORAZIONE,"In una sua accezione, «caccia»"
ESPLORO,Percorro per conoscere
ESPLOSIONE,Può significare «trasporto»
ESPLOSIONE,Tra i suoi significati: «sfogo»
ESPLOSIVO,Può significare «dirompente»
ESPONENTE,Può significare «voce»
ESPONENTE,Può significare «agente»
ESPORTAZIONE,Può significare «export»
ESPOSE,Mise in mostra
ESPOSITORE,Supporto che mostra la merce
ESPOSIZIONE,Vale anche «relazione»
ESPOSIZIONE,Vale anche «mostra»
ESPOSTO,"In una sua accezione, «domanda»"
ESPOSTO,"In una sua accezione, «richiesta»"
ESPRESSAMENTE,Un possibile significato è «soprattutto»
ESPRESSAMENTE,"In una sua accezione, «specie»"
ESPRESSE,Mise in parole
ESPRESSIONE,Un possibile significato è «detto»
ESPRESSIONE,Tra i suoi significati: «faccia»
ESPRESSIVO,Può significare «forte»
ESPRESSIVO,Vale anche «bello»
ESPRESSO,"Arriva in tazzina, rapido e ristretto"
ESPRESSO,Il caffè ristretto del bar italiano
ESPRESSO,Vale anche «rapido»
ESPRIMERE,Un possibile significato è «mostrare»
ESPRIMERE,"In una sua accezione, «trasmettere»"
ESPULSE,Cacciò fuori
ESPULSIONE,Vale anche «esclusione»
ESPULSIONE,Può significare «esilio»
ESSE,Le curve a...della strada di montagna
ESSE,Lettera sinuosa
ESSEN,Città industriale della Ruhr
ESSENZA,Ciò che fa essere una cosa quella che è
ESSENZA,Il profumo concentrato e distillato
ESSENZA,"La natura intima, il nocciolo di una cosa"
ESSENZA,Un possibile significato è «centro»
ESSENZIALE,Tra i suoi significati: «principale»
ESSENZIALE,Vale anche «cardinale»
ESSENZIALMENTE,Vale anche «sostanzialmente»
ESSENZIALMENTE,Un possibile significato è «fondamentalmente»
ESSOTERICO,"Dottrina aperta, opposta al segreto"
EST,"E, ma detto da un romano antico"
EST,Il punto cardinale dove sorge il Sole
EST,"In una sua accezione, «oriente»"
ESTABLISHMENT,Il gruppo che detiene il potere
ESTASI,"Uscita da sé, non solo entusiasmo"
ESTASI,Un possibile significato è «trasporto»
ESTASI,Un possibile significato è «rapimento»
ESTATE,"L'...di San Martino, il caldo di novembre"
ESTATE,"Porta ferie, cicale e giornate lunghe"
ESTATE,Stagione che promette ferie e zanzare
ESTATE,Stagione di sole e vacanze
ESTATI,Portano caldo e vacanze
ESTENDERE,Può significare «ampliare»
ESTENDERE,Vale anche «allargare»
ESTENDERSI,Vale anche «crescere»
ESTENDERSI,Vale anche «svilupparsi»
ESTENSIONE,"In una sua accezione, «mare»"
ESTENSIONE,Può significare «misura»
ESTENUANTE,Può significare «pesante»
ESTENUANTE,Un possibile significato è «faticoso»
ESTER,Composto chimico di un acido e un alcol
ESTER,La regina che salvò il suo popolo
ESTERNO,Vale anche «fuori»
ESTERO,Può significare «straniero»
ESTESA,Può esserlo una linea molto ampia
ESTESE,Possono esserlo linee molto ampie
ESTESI,Possono esserlo profili molto ampi
ESTESO,Può esserlo un profilo molto ampio
ESTETICA,La filosofia del bello e dell'arte
ESTETICA,Vale anche «bello»
ESTETICA,Un possibile significato è «bellezza»
ESTIA,La dea greca del focolare
ESTINGUERE,Può significare «pagare»
ESTINGUERE,Tra i suoi significati: «regolare»
ESTINSE,Mandò a fuoco spento
ESTINTO,Può significare «morto»
ESTINTO,Un possibile significato è «scomparso»
ESTINTORE,Spegne piccoli incendi
ESTINZIONE,Un possibile significato è «spegnimento»
ESTONIA,Paese baltico con capitale Tallinn
ESTRANEO,Può significare «strano»
ESTRANEO,Può significare «sconosciuto»
ESTRASSE,Tirò fuori
ESTRATTO,Può significare «riassunto»
ESTRATTO,Tra i suoi significati: «essenza»
ESTRAZIONE,Un possibile significato è «origine»
ESTRAZIONE,Vale anche «cavata»
ESTREMAMENTE,Può significare «molto»
ESTREMAMENTE,Un possibile significato è «altamente»
ESTREMISTA,"In una sua accezione, «ultrà»"
ESTREMITA,Un possibile significato è «fine»
ESTREMITA,"In una sua accezione, «capo»"
ESTREMO,Un possibile significato è «eccesso»
ESTREMO,"In una sua accezione, «terzino»"
ESTRO,Capriccio creativo
ESTRO,Scatto creativo fuori programma
ESTRO,Vale anche «idea»
ESTROFLESSO,Rivolto verso l'esterno
ESTROSA,Ricca di fantasia
ESTROSE,Ricche di fantasia
ESTROSI,Ricchi di fantasia
ESTROSO,Ricco di fantasia
ESTUARIO,Foce ampia di un fiume
ESTUARIO,Foce larga dove fiume e mare si mescolano
ESUBERANZA,La vivacità traboccante
ESULE,Lontano dalla patria non per turismo
ESULE,Vale anche «emigrato»
ESULE,Un possibile significato è «esiliato»
ESULTANZA,Vale anche «gioia»
ESULTANZA,Un possibile significato è «giubilo»
ESULTO,Manifestò grande gioia
ET,"E, per gli antichi Romani"
ET,Il visitatore di Spielberg
ETA,L'organizzazione separatista basca
ETA,La settima lettera dell'alfabeto greco
ETA,Si conta senza fermarla
ETA,"In una sua accezione, «generazione»"
ETERE,Cielo poetico o antico fluido fisico
ETERE,Il composto chimico un tempo usato come anestetico
ETERE,Lo spazio delle onde radio: nell'...
ETERNITA,Tra i suoi significati: «anno»
ETERNITA,"In una sua accezione, «secolo»"
ETERNO,Tra i suoi significati: «continuo»
ETERNO,Tra i suoi significati: «continuato»
ETEROGENEO,Vale anche «variegato»
ETEROGENEO,Un possibile significato è «eclettico»
ETHAN,Il nome dell'attore Hawke
ETICA,L'...professionale del lavoro
ETICA,Morale organizzata in filosofia
ETICA,Tra i suoi significati: «morale»
ETICHETTA,Cartellino o buona creanza
ETICHETTA,Cartellino su bottiglie e vestiti
ETICHETTA,Dice cosa c'è in bottiglia o impone buone maniere
ETICHETTA,Tra i suoi significati: «protocollo»
ETICHETTE,Dicono nome e prezzo
ETIMO,Radice nascosta di una parola
ETIOPIA,Antico Paese del Corno d'Africa
ETNA,Fuma sopra la Sicilia orientale
ETNA,Il grande vulcano che domina la Sicilia
ETNA,Il grande vulcano siciliano
ETNA,Il vulcano che domina Catania
ETNICO,Può significare «culturale»
ETOO,"Samuel, bomber camerunese del Triplete"
ETRUSCHI,Antico popolo dell'Italia centrale
ETRUSCO,Antico abitante dell'Italia centrale
ETTAGONO,Poligono a sette lati
ETTARO,I diecimila metri quadrati di terreno
ETTARO,Unità di superficie dei terreni
ETTORE,Eroe troiano ucciso da Achille
ETTORE,Il principe troiano ucciso da Achille
EU,"L'Unione Europea, in sigla"
EU,Simbolo chimico dell'europio
EUCALIPTO,Albero aromatico da koala
EUCALIPTO,Albero odoroso caro ai koala
EUCARISTIA,Sacramento centrale del rito cristiano
EUCARISTIA,Tra i suoi significati: «comunione»
EUCLIDE,Padre della geometria
EUFEMISMO,Parola addolcita per dire il duro
EUFONIO,Ottone dal suono morbido
EUFORBIA,Pianta dal lattice irritante
EUFORIA,Vale anche «buonumore»
EUFRATE,Fiume mesopotamico da libri antichi
EUGENE,Il nome del drammaturgo americano O'Neill
EULERO,Il grande matematico svizzero
EUPATORIO,Pianta officinale dal nome regale
EURIDICE,La sposa perduta di Orfeo
EURIPIDE,Tragico greco di Medea
EURO,La moneta dell'area UE
EURO,La valuta introdotta in numerosi Paesi dell’Unione
EUROPA,"Il nostro continente, il Vecchio Continente"
EUROPA,La fanciulla rapita da Zeus mutato in toro
EUROPA,Una delle grandi lune di Giove
EUROPOL,L'agenzia di polizia dell'Unione Europea
EUSEBIO,Antico vescovo e storico della Chiesa
EUTERPE,La musa della musica
EVA,La complice di Diabolik
EVA,La prima donna della Genesi
EVA,La prima donna nel racconto biblico
EVACUAZIONE,Vale anche «sgombero»
EVADERE,"In una sua accezione, «sfuggire»"
EVADERE,Vale anche «eludere»
EVAN,Il nome dell'attore Peters
EVANESCENTE,Che svanisce mentre lo guardi
EVANESCENTI,Che svanisce facilmente
EVANGELION,L'anime dei mecha e degli Angeli
EVAPORAZIONE,Il passaggio da liquido a vapore
EVASIONE,Fuga o distrazione fiscale
EVASIONE,Vale anche «distrazione»
EVASO,Fuggito dal carcere
EVELYN,Il nome dello scrittore Waugh
EVENIENZA,Può significare «eventualità»
EVENIENZA,Tra i suoi significati: «imprevisto»
EVENTUALITA,Tra i suoi significati: «imprevisto»
EVENTUALITA,"In una sua accezione, «evenienza»"
EVEREST,Il più alto fra i nomi d'alpinismo
EVEREST,La cima più alta del mondo
EVEREST,La montagna più alta della Terra
EVERSIVE,Che mira a sovvertire
EVERTON,Lo storico club di Liverpool dei Toffees
EVIDENTE,Un possibile significato è «chiaro»
EVIDENTE,Un possibile significato è «ovvio»
EVIDENTEMENTE,Tra i suoi significati: «ovviamente»
EVIDENTEMENTE,"In una sua accezione, «logicamente»"
EVIDENZA,Ciò che salta agli occhi
EVIDENZA,Tra i suoi significati: «prova»
EVIDENZA,"In una sua accezione, «testimonianza»"
EVIDENZIARE,"In una sua accezione, «sottolineare»"
EVIDENZIARE,"In una sua accezione, «commentare»"
EVIDENZIATORE,Pennarello per frasi importanti
EVITA,Il musical su Eva Perón
EVITA,Si tiene lontano da un rischio
EVITAI,Mi tenni lontano da un rischio
EVITARE,Tenersi lontano da un rischio
EVITARE,"In una sua accezione, «impedire»"
EVITARE,Un possibile significato è «prevenire»
EVITATO,Tenuto lontano da un rischio
EVITO,Mi tengo lontano da un rischio
EVOCARE,Vale anche «ricordare»
EVOCARE,Tra i suoi significati: «provocare»
EVOCAZIONE,Fa comparire con parole o memoria
EVOLSE,Mutò nel tempo
EVOLUTO,"In una sua accezione, «sviluppato»"
EVOLUZIONE,"In una sua accezione, «sviluppo»"
EVOLUZIONE,Può significare «crescita»
EVVIVA,Il grido di giubilo e di festa
EWOK,I piccoli orsetti pelosi di Star Wars
EXCALIBUR,La leggendaria spada di re Artù
EXLIBRIS,Marchio che dice a chi appartiene un libro
EXPORT,Vale anche «esportazione»
EXTRA,Un possibile significato è «altro»
EXTRA,Tra i suoi significati: «bonus»
EZECHIELE,Profeta della visione delle ossa
