soluzione,definizione
FOCOLARE,Luogo del fuoco domestico
FODERA,Il rivestimento interno della giacca
FODERO,Custodia di lama o cuscino
FODERO,"Custodia di spade, occhiali o coltelli"
FODRAI,Passato remoto: Rivestire internamente
FODRATO,Participio: Rivestire internamente
FOEHN,"L'asciugacapelli, in altra grafia"
FOEHN,Vento caldo e secco di discesa
FOGA,Impeto che dimentica la misura
FOGLIA,...di fico: copertura imbarazzata
FOGLIA,"Non si muove senza vento, nel proverbio"
FOGLIA,Organo verde della pianta
FOGLIA,Tremare come una...: dalla paura
FOGLIE,Cadono in autunno
FOGLIO,"Quello rosa, un tempo, della patente"
FOGNINI,"Fabio, tennista azzurro ligure"
FOLAGA,L'uccello acquatico nero dal becco bianco
FOLCLORE,Tradizioni popolari di canti e feste
FOLGORE,La brigata paracadutisti dell'esercito
FOLGORE,Lampo violento
FOLK,Popolare in musica
FOLKLORE,Tradizione popolare in abito inglese
FOLLA,La gran moltitudine di gente
FOLLA,Molta gente radunata
FOLLA,"Molti corpi, poca distanza"
FOLLE,"Il pazzo, lo squilibrato"
FOLLE,La marcia in cui il motore gira a vuoto
FOLLE,"Senza ragione, ma con slancio"
FOLLETTO,L'aspirapolvere senza sacco della Vorwerk
FOLLETTO,Piccolo spirito dispettoso dei boschi
FOLLETTO,Spirito domestico delle storie popolari
FOLLIA,Amare alla...: senza misura
FOLLOWER,Chi segue un profilo sui social
FOLTA,Può esserlo una linea fitta
FOLTE,Possono esserlo linee fitte
FOLTI,Possono esserlo profili fitti
FOLTO,"Fitto, detto di capelli o boschi"
FONDA,Dà una base
FONDA,La custodia della pistola alla cintura
FONDAI,Diedi una base
FONDALE,Scenario dietro il palco o sotto il mare
FONDARE,Dare una base
FONDATO,Dato una base
FONDI,I... del caffè sul fondo della tazzina
FONDO,"Base, parte remota o denaro accantonato"
FONDO,Il capitale: il... cassa
FONDO,Specialità dello sci praticata su piste pianeggianti
FONDUE,Piatto svizzero di formaggio fuso
FONDUTA,Il formaggio fuso in cui si intinge
FONEMA,Minimo suono che distingue parole
FONTANA,"...di Trevi, a Roma"
FONTANA,Fa salire l'acqua in piazza o giardino
FONTANA,Getta acqua in piazze e giardini
FONTANA,Il Lucio dei tagli nella tela
FONTANE,Gettano acqua nelle piazze
FONTANELLA,Apertura morbida nel cranio del neonato
FONTE,L'origine della notizia per il giornalista
FONTE,Quella battesimale in chiesa
FONTE,Sorgente o origine
FONTEYN,La grande ballerina britannica
FONTINA,Formaggio valdostano da fonduta
FORA,Fa un buco
FORAI,Passato remoto: Fare un buco
FORAMINIFERO,Minuscolo organismo con guscio calcareo
FORATO,Bucato e crivellato
FORATO,Participio: Fare un buco
FORBICE,L'arnese a due lame incernierate per tagliare
FORBICE,La rovesciata acrobatica del calciatore
FORBICE,Taglia carta e stoffa
FORBICE,Taglia con due lame
FORBICI,Tagliano in due lame
FORBICINA,Insetto con le pinze sul dorso
FORCA,Attrezzo agricolo o patibolo
FORCA,Il patibolo dell'impiccato
FORCHETTA,Infilza spaghetti solo con un po' d'arte
FORCHETTA,Posata con i rebbi
FORCHETTE,Infilzano pasta e insalata
FORCONE,L'attrezzo a denti per il fieno
FORD,"Harrison..., l'attore di Indiana Jones"
FORD,Il pioniere americano della catena di montaggio
FORGIA,Officina rovente del fabbro
FORGIAI,Passato remoto: Dare forma col fuoco
FORGIATURA,Lavorazione del metallo al fuoco
FORIERO,Annuncia qualcosa prima che arrivi
FORINT,La valuta dell'Ungheria
FORMA,"Aspetto, stampo o condizione fisica"
FORMA,La condizione fisica: essere in...
FORMAGGIERA,Recipiente per il formaggio grattugiato
FORMAGGIO,Latte diventato forma e stagionatura
FORMAI,Plasmai o educai
FORMANTE,Elemento che contribuisce a dare forma
FORMARE,Dare forma o educare
FORMATO,Dato forma o educato
FORMICA,Insetto operoso
FORMICA,Lavoratrice minuscola in lunghe file
FORMICAIO,La casa delle formiche
FORMICAIO,Un brulicare di gente affaccendata
FORMICHE,Lavorano in fila
FORMICHIERE,Mammifero che si nutre di formiche
FORMO,Plasmo o educo
FORNACE,Grande forno industriale
FORNACE,Il forno ardente per cuocere mattoni e vetro
FORNAIO,Chi sforna e vende il pane
FORNAIO,Cuoce il pane nel forno
FORNAIO,Lavora quando molti dormono per il pane caldo
FORNELLO,Piccolo fuoco governato in cucina
FORNI,Cuociono pane e torte
FORNO,Camera calda da pane e ceramica
FORNO,Cuoci pane e torte
FORNO,Quello a microonde
FORO,L'ambiente dei tribunali e degli avvocati
FORO,La piazza pubblica dell'antica Roma
FORO,"Piazza antica, tribunale o buco"
FORRA,La gola stretta e profonda scavata dall'acqua
FORSE,"Chissà, può darsi"
FORSIZIA,Arbusto dai fiori gialli precoci
FORTALEZA,Città costiera del Brasile
FORTE,Il punto di forza: non è il suo...
FORTE,"Robusto, intenso o costruzione militare"
FORTEPIANO,Antenato settecentesco del pianoforte
FORTI,Dotato di forza
FORTI,I... e i deboli della società
FORTINO,Difesa in miniatura
FORTNITE,Il videogioco battle royale di Epic Games
FORZA,"Energia, potere o invito"
FORZA,L'incitamento allo stadio: ...azzurri!
FORZIERE,Baule da tesori e pirati
FOSCA,Può esserlo una cosa cupa e minacciosa
FOSCHE,Possono esserlo cose cupe e minacciose
FOSCHI,Possono esserlo oggetti cupi e minacciosi
FOSCHIA,Nebbia leggera
FOSCHIA,Velo leggero che sfuma il paesaggio
FOSCO,Scuro e poco rassicurante
FOSCOLO,L'Ugo dei Sepolcri
FOSCOLO,Poeta dei Sepolcri e di Zacinto
FOSFENO,Luce vista senza luce esterna
FOSFORO,Elemento che brilla nel nome
FOSFORO,L'elemento che brilla al buio dei fiammiferi
FOSFORO,L'intelligenza vivace: avere molto...
FOSSA,"La buca, la tomba"
FOSSA,La...dei leoni: l'ambiente ostile
FOSSA,Quella oceanica delle Marianne
FOSSA,Scavo che inghiotte
FOSSATI,"Il cantautore genovese, Ivano"
FOSSE,Il regista e coreografo di Cabaret
FOSSETTA,L'incavo grazioso sulla guancia
FOSSILE,Il resto pietrificato di un essere antico
FOSSILE,La persona antiquata e superata
FOSSILE,Resti antichi nella roccia
FOSSO,Il piccolo canale di scolo
FOSSO,Scavo lungo ai bordi dei campi
FOSTER,Architetto inglese delle cupole di vetro
FOSTER,"Jodie..., l'attrice del Silenzio degli innocenti"
FOTO,"L'istantanea, lo scatto fotografico"
FOTO,Memoria fissata dalla luce
FOTOFOBIA,L'intolleranza alla luce
FOTOGRAFIA,L'immagine scattata con la macchina
FOTOGRAFIA,Una...della situazione: una descrizione fedele
FOTONE,Quanto di luce
FOTOSINTESI,Processo con cui le piante producono nutrimento
FOULARD,Fazzoletto di seta da collo
FOXTROT,Ballo americano in quattro tempi
FR,Iniziali del presidente Roosevelt
FR,Iniziali dello scrittore Rabelais
FR,Sigla automobilistica di Frosinone
FRAC,Abito elegante con code posteriori
FRAC,Abito maschile da cerimonia severa
FRAC,L'abito da sera con le code
FRAGILE,"Delicato, che si spezza con facilità"
FRAGILE,Può esserlo un oggetto facile a rompersi
FRAGILI,Possono esserlo oggetti facili a rompersi
FRAGOLA,Frutto rosso con puntini
FRAGOLA,Frutto rosso punteggiato di semi
FRAGOLA,Il frutto rosso e profumato di primavera
FRAGOLA,Rosso dolce che matura basso
FRAGOLE,Rosseggiano con panna e zucchero
FRAGORE,Il rumore improvviso e assordante
FRAGORE,Rumore che riempie lo spazio
FRAGRANZA,Profumo buono di pane o fiori
FRANA,"L'incapace, il disastro di persona"
FRANA,Massa di terreno che scivola
FRANA,Montagna che scende senza permesso
FRANA,Scivolamento di terra e rocce
FRANAI,Passato remoto: Crollare scivolando
FRANATO,Participio: Crollare scivolando
FRANCA,Il porto...: la zona esente da dogana
FRANCA,Può esserlo una cosa schietta
FRANCES,Il nome dell'attrice McDormand
FRANCESCO,Il poverello di Assisi
FRANCHE,Possono esserlo cose schiette
FRANCHI,Possono esserlo oggetti schietti
FRANCHISING,L'affiliazione commerciale in licenza
FRANCIA,Paese di Parigi e della Loira
FRANCIACORTA,Lo spumante metodo classico lombardo
FRANCIS,Il nome del regista Coppola
FRANCISCO,Il nome del pittore spagnolo Goya
FRANCO,"L'ex moneta della Francia, oggi della Svizzera"
FRANCO,Può esserlo un oggetto schietto
FRANCO,Sincero e leale
FRANCOBOLLI,Viaggiano incollati sulle buste
FRANCOBOLLO,Marcare a...: la difesa stretta nel calcio
FRANCOBOLLO,Si incolla sulla busta da spedire
FRANCOBOLLO,Si incolla sulla lettera
FRANCOFORTE,La città tedesca della finanza e della borsa
FRANCOIS,Il nome del regista Truffaut
FRANE,Scendono dai pendii
FRANGIA,Bordo di fili o ciuffo sulla fronte
FRANGIA,Il ciuffo di capelli sulla fronte
FRANGIA,L'ala estrema e minoritaria di un gruppo
FRANGIA,Orlo sfilacciato o ciocca sulla fronte
FRANGIFLUTTI,Ripara il porto dalla forza delle onde
FRANGIVENTO,Ripara dalle raffiche
FRANK,Il diario di Anna...
FRANK,Il nome del crooner Sinatra
FRANKENSTEIN,Il dottore creatore del mostro
FRANKLIN,"Aretha..., la regina del soul"
FRANKLIN,Il Roosevelt del New Deal
FRANO,Crollo scivolando
FRANOSA,Può esserlo una cosa che cede facilmente
FRANOSE,Possono esserlo cose che cedono facilmente
FRANOSI,Possono esserlo oggetti che cedono facilmente
FRANOSO,Può esserlo un oggetto che cede facilmente
FRANTOIO,Dove si spremono le olive
FRANTOIO,Il mulino delle olive
FRANTOIO,Macchina o luogo dove si spreme olio
FRANTOIO,Schiaccia olive per farne olio
FRAPPE,Dolci fritti di Carnevale
FRASCA,Ramo verde con foglie
FRASE,L'insieme di parole di senso compiuto
FRASE,Quella fatta è un luogo comune
FRASSINO,Albero dal legno elastico
FRASTUONO,Il rumore continuo e forte
FRATE,Il religioso col saio del convento
FRATELLO,Il Grande...: il reality
FRATELLO,Maschio nato dagli stessi genitori
FRATER,Fratello in latino ecclesiastico
FRATTAGLIA,Parte meno nobile dell'animale macellato
FRATTALE,Figura che ripete forme simili a scale diverse
FRATTAZZO,Attrezzo per lisciare l'intonaco
FRECCE,Partono dall'arco
FRECCETTE,Gioco di mira su un bersaglio
FRECCIA,Dardo dell'arco
FRECCIA,Il treno ad alta velocità delle ferrovie
FRECCIA,L'indicatore di direzione lampeggiante dell'auto
FRECCIA,La scocca l'arciere
FRECCIA,Va dritta se l'arciere non trema
FRECCIAROSSA,L'alta velocità di Trenitalia
FRED,Il nome del ballerino Astaire
FRED,Il...Flintstone dei cartoni
FREDDA,Guerra...: il confronto USA-URSS
FREDDA,Può esserlo una giornata priva di calore
FREDDE,Possono esserlo giornate prive di calore
FREDDI,Possono esserlo panni privi di calore
FREDDIE,Il Mercury frontman dei Queen
FREDDO,Può esserlo un panno privo di calore
FREDDO,Sangue...: la calma imperturbabile
FREDERIC,Il nome del compositore Chopin
FREELANCE,Il professionista che lavora in proprio
FREEMAN,Il Morgan dalla voce profonda del cinema
FREETOWN,La capitale della Sierra Leone
FREGATA,L'uccello marino dei mari tropicali
FREGATA,La snella nave da guerra
FREGATA,Veloce nave da guerra a vela
FREGENE,Località balneare del litorale romano
FREGIO,Decorazione in alto su una parete
FREGIO,Decorazione orizzontale d'architettura
FREGIO,La fascia decorata sopra le colonne
FRENA,Riduce la corsa
FRENAI,Ridussi la corsa
FRENARE,Ridurre la corsa
FRENATO,Ridotto la corsa
FRENETICA,Può esserlo una cosa agitata e convulsa
FRENETICHE,Possono esserlo cose agitate e convulse
FRENETICI,Possono esserlo oggetti agitati e convulsi
FRENETICO,Può esserlo un oggetto agitato e convulso
FRENO,"Il limite, la moderazione: mettere un..."
FRENO,Il...a mano dell'automobile
FRENO,Serve a rallentare
FRESATORE,Lavora i metalli con la fresa
FRESCA,Può esserlo una giornata appena fatta o non calda
FRESCHE,Possono esserlo giornate appena fatte o non calde
FRESCHI,Possono esserlo panni appena fatti o non caldi
FRESCO,Appena fatto: pane...
FRESCO,Può esserlo un panno appena fatto o non caldo
FRESIA,Fiore profumato a spiga
FREUD,Il Sigmund della psicoanalisi
FREYA,La dea nordica dell'amore
FRIEDRICH,Artista romantico tedesco
FRIEDRICH,Pittore romantico tedesco
FRIENDS,La sitcom dei sei amici di New York
FRIGIDARIO,La sala fredda delle terme romane
FRIGORIFERO,Armadio freddo per il cibo
FRIGORIFERO,Tiene al fresco i cibi
FRINGUELLO,Piccolo uccello canoro
FRINGUELLO,Uccello minuto dei fringillidi
FRINIRE,Il canto secco delle cicale
FRISELLA,Pane secco da bagnare e condire
FRITTATA,Fare la...: combinare un guaio
FRITTATA,Uova sbattute cotte in padella
FRITZ,Il nome del regista Lang
FRIULI,Terra di confine tra Alpi e Adriatico
FRIZZI,"Il compianto conduttore de L'eredità, Fabrizio"
FRODE,Inganno con vantaggio illecito
FRODE,"La truffa, l'inganno"
FRODO,L'hobbit portatore dell'Anello
FRONDA,Ramo con foglie
FRONDA,Ramo verde che fa ombra
FRONDAI,Passato remoto: Togliere rami superflui
FRONDO,Tolgo rami superflui
FRONTE,Fare... comune contro un nemico
FRONTE,Parte alta del viso
FRONTEX,L'agenzia europea delle frontiere
FRONTONE,Triangolo di tempio sopra colonne
FRONZUTA,Può esserlo una cosa folta di rami e foglie
FRONZUTE,Possono esserlo cose folte di rami e foglie
FRONZUTI,Possono esserlo oggetti folti di rami e foglie
FRONZUTO,Può esserlo un oggetto folto di rami e foglie
FROOME,Il ciclista britannico dei quattro Tour
FROZEN,Il film Disney di Elsa e Anna
FRUGA,Cerca rovistando
FRUGAI,Passato remoto: Cercare rovistando
FRUGALE,Semplice nel mangiare e nel vivere
FRUGARE,Cercare rovistando
FRUGATO,Cercato rovistando
FRUGHERA,Cercherà rovistando
FRUGO,Cerco rovistando
FRULLATO,Bevanda di frutta frullata
FRULLATORE,Frulla frutta e verdura
FRULLINO,Attrezzo per montare a mano
FRUSCIO,Il leggero rumore di foglie o stoffa
FRUSTA,"Monta le uova a neve, oltre a schioccare"
FRUTTIVENDOLO,Vende frutta e verdura
FUCINA,La...di talenti che sforna campioni
FUCINA,"Luogo di fuoco, martelli e idee"
FUCINA,Officina del fabbro e luogo di creazione
FUCO,"Il maschio dell'ape, fannullone dell'alveare"
FUCSIA,Rosa intenso e acceso
FUGA,"L'evasione, la scappata"
FUGA,La composizione musicale a voci che si rincorrono
FUGA,La...di gas dalla tubatura
FUGA,"Scappa, ma in musica segue regole severe"
FUGACE,Può esserlo un oggetto che dura poco
FUGACI,Possono esserlo oggetti che durano poco
FUGARE,"Mettere in fuga, dissipare: ...i dubbi"
FUGATO,Passo musicale nello stile della fuga
FUJI,Il monte sacro del Giappone
FUJI,Marca giapponese di pellicole
FULGORE,Luce intensa e improvvisa
FULMINE,La scarica abbagliante del temporale
FULMINE,Lampo del cielo prima del tuono
FULMINE,Scarica elettrica nel temporale
FULMINE,Un...a ciel sereno: l'imprevisto sconvolgente
FULMINEA,Può esserlo una cosa rapidissima
FULMINEE,Possono esserlo cose rapidissime
FULMINEI,Possono esserlo oggetti rapidissimi
FULMINEO,Può esserlo un oggetto rapidissimo
FULVA,Può esserlo una tinta bionda rossiccia
FULVE,Possono esserlo tinte bionde rossicce
FULVI,Possono esserlo colori biondi rossicci
FULVO,Può esserlo un colore biondo rossiccio
FUMA,Manda o aspira fumo
FUMAI,Mandai o aspirai fumo
FUMAIOLO,Il camino della nave o della fabbrica
FUMAIOLO,Lascia uscire fumo da tetti e navi
FUMARE,...dalla rabbia: essere furibondi
FUMARE,Mandare o aspirare fumo
FUMARIA,Pianta officinale dal nome di fumo
FUMAROLA,Emissione di vapori vulcanici
FUMATO,Mandato o aspirato fumo
FUMETTI,Raccontano storie in vignette
FUMETTO,La nuvoletta che racchiude le battute
FUMETTO,La storia raccontata a vignette disegnate
FUMETTO,Racconto a vignette
FUMETTO,Racconto disegnato che parla in nuvolette
FUMETTO,Storia raccontata in vignette
FUMO,Segnale di fuoco e vizio
FUMO,Vendere...: promettere il nulla
FUNAMBOLO,Cammina dove gli altri vedono solo vuoto
FUNAMBOLO,Cammina in equilibrio sulla fune
FUNE,Camminare sulla...: l'arte dell'equilibrista
FUNE,Corda grossa per tirare o legare
FUNE,Grossa corda
FUNGHI,Spuntano dopo la pioggia
FUNGO,Organismo col cappello nel bosco
FUNGO,Spunta dopo la pioggia e finisce nel risotto
FUNGO,Spunta nel bosco dopo la pioggia
FUNICOLARE,Sale tirata da un cavo
FUNIVIA,Impianto a cabine sospese a una fune
FUNIVIA,L'impianto a fune che sale in montagna
FUNK,Genere ritmico e sincopato nero
FUNZIONA,Va come deve
FUNZIONAI,Andai come deve
FUNZIONARE,Andare come deve
FUNZIONATO,Andato come deve
FUNZIONO,Vado come deve
FUOCO,"Elemento che scalda, brucia e concentra"
FUOCO,"L'entusiasmo, l'ardore"
FUOCO,La messa a... dell'obiettivo
FUOCO,"Scalda, brucia e raduna sguardi"
FUOCO,"Scalda, illumina e brucia"
FUORICAMPO,La voce narrante non in scena
FUORIGIOCO,Essere colto in...: essere preso alla sprovvista
FUORIGIOCO,Posizione irregolare dell'attaccante
FUORIMANO,Non comodo da raggiungere
FURBA,Può esserlo una donna scaltra
FURBE,Possono esserlo donne scaltre
FURBI,Possono esserlo uomini scaltri
FURBO,Capisce dove altri inciampano
FURBY,Il pupazzo elettronico parlante anni Novanta
FURETTO,Il mustelide domestico agile e curioso
FURGONE,Il veicolo chiuso per il trasporto delle merci
FURGONE,Veicolo chiuso per merci e traslochi
FURIA,Impetuosità che perde misura
FURIA,La gran fretta: a...
FURIE,Andare su tutte le...: infuriarsi
FURIE,Le dee romane della vendetta
FURLANA,Danza popolare friulana
FURORE,Far...: riscuotere un successo travolgente
FURTIVE,Fatto di nascosto
FUSA,Il segno di benessere del gatto
FUSA,Può esserlo una giornata sciolte dal calore
FUSILLI,Pasta corta a spirale
FUSIONE,Il passaggio da solido a liquido
FUSIONE,L'unione di due società in una sola
FUSIONE,La...nucleare che alimenta il Sole
FUSO,Arnese della filatrice
FUSO,Gambo attorno a cui si avvolge il filo
FUSO,Quello orario tra due meridiani
FUSOLIERA,Il corpo centrale dell'aereo
FUSTAGNO,Tessuto robusto e un po' ruvido
FUSTO,Il barile metallico del carburante
FUSTO,Il bel pezzo d'uomo prestante
FUSTO,"Tronco, bidone o bel tipo"
FUTILITA,Leggerezza che pesa poco nel senso
FUTURAMA,Il cartone fantascientifico di Matt Groening
