soluzione,definizione
SECCHIO,Recipiente con manico per liquidi
SECCO,Senza acqua o senza replica
SECRETAIRE,Scrittoio con cassetti segreti
SEDA,Forma verbale: Calmare
SEDAI,Passato remoto: Calmare
SEDANO,Costa verde da soffritto
SEDATO,Participio: Calmare
SEDAVA,Imperfetto: Calmare
SEDAVI,Imperfetto: Calmare
SEDE,Luogo ufficiale o parte su cui si siede
SEDERA,Futuro: Calmare
SEDERO,Futuro: Calmare
SEDEVA,Imperfetto: Stare su una sedia
SEDEVI,Imperfetto: Stare su una sedia
SEDIA,Mobile con schienale e quattro zampe
SEDITIOSO,Incline alla rivolta
SEDIZIONE,Ribellione contro l'autorità
SEDO,Forma verbale: Calmare
SEDUSSE,Conquistò con il fascino
SEGA,Attrezzo dentato da falegname
SEGESTA,Antica città siciliana dal tempio dorico
SEGGIOLA,Sedia con nome familiare
SEGGIOVIA,Impianto di risalita a seggiole
SEGHETTO,Piccola sega a lama sottile
SEGNA,Traccia un tratto
SEGNALA,Fa notare con un segno
SEGNALAI,Feci notare con un segno
SEGNALANDO,Facendo notare con un segno
SEGNALANO,Fanno notare con un segno
SEGNALARE,Far notare con un segno
SEGNALATO,Fatto notare con un segno
SEGNALAVA,Faceva notare con un segno
SEGNALAVANO,Facevano notare con un segno
SEGNALAVO,Facevo notare con un segno
SEGNALEREI,Farei notare con un segno
SEGNALERO,Farò notare con un segno
SEGNALIAMO,Facciamo notare con un segno
SEGNALO,Faccio notare con un segno
SEGNANDO,Facendo un segno
SEGNANO,Fanno un segno
SEGNARE,Fare un segno
SEGNATO,Fatto un segno
SEGNAVA,Faceva un segno
SEGNAVANO,Facevano un segno
SEGNAVO,Facevo un segno
SEGNERA,Farà un segno
SEGNEREBBE,Farebbe un segno
SEGNI,L'Antonio presidente della Repubblica
SEGNO,"Traccia, simbolo o destino zodiacale"
SEGUE,Va dietro
SEGUENDO,Andando dietro
SEGUIRA,Andrà dietro
SEGUIRE,Andare dietro
SEGUIREBBE,Andrebbe dietro
SEGUITO,Andato dietro
SEGUIVA,Andava dietro
SEGUIVANO,Andavano dietro
SEGUIVO,Andavo dietro
SEGUO,Vado dietro
SEGUONO,Vanno dietro
SEI,Numero o verbo essere
SELCIATO,Strada coperta di pietre
SELENE,La dea greca della luna
SELLAIO,Artigiano che fabbrica selle e finimenti
SELVA,Bosco fitto e dantesco
SEMANTICA,Studio del significato
SEME,Inizio di una pianta
SEMEIOTICA,Lettura dei segni nella medicina
SEMELE,La madre mortale di Dioniso
SEMEMA,Unità di significato per linguisti
SEMIBREVE,La nota dal valore più lungo
SEMICERCHIO,La metà di un cerchio
SEMINA,Sparge semi o inseguitori
SEMINAI,Sparsi semi o inseguitori
SEMINANDO,Spargendo semi o inseguitori
SEMINANO,Spargono semi o inseguitori
SEMINARE,Spargere semi o inseguitori
SEMINATO,Sparso semi o inseguitori
SEMINAVA,Spargeva semi o inseguitori
SEMINAVANO,Spargevano semi o inseguitori
SEMINAVO,Spargevo semi o inseguitori
SEMINERA,Spargerà semi
SEMINEREBBE,Spargerebbe semi
SEMINEREI,Spargerei semi o inseguitori
SEMINERO,Spargerò semi o inseguitori
SEMINIAMO,Spargiamo semi o inseguitori
SEMINO,Spargo semi o inseguitori
SEMOLA,La farina grossa del grano duro
SEMPERVIVUM,Pianta grassa a rosetta dei muretti
SEN,Titolo da parlamento abbreviato
SENAPE,Giallo scuro tendente al bruno
SENECA,Il filosofo stoico precettore di Nerone
SENEGAL,Paese dell'Africa occidentale con Dakar
SENESCENTE,"Invecchia, ma con termine tecnico"
SENNA,Il fiume che attraversa Parigi
SENO,Curve anatomiche e trigonometria
SENSALE,Mediatore d'affari con parola antica
SENSO,"Direzione, significato o facoltà"
SENTIERO,Strada stretta di campagna o montagna
SENTINA,Fondo sporco della nave
SEOUL,Capitale della Corea del Sud
SEPALO,Ciascun elemento verde del calice
SEPARA,Mette distanza
SEPARANDO,Mettendo distanza
SEPARANO,Mettono distanza
SEPARARE,Mettere distanza
SEPARATO,Messo distanza
SEPARAVA,Metteva distanza
SEPARAVANO,Mettevano distanza
SEPARAVO,Mettevo distanza
SEPARERA,Metterà distanza
SEPAREREBBE,Metterebbe distanza
SEPARO,Metto distanza
SEPOLCRO,Tomba con tono solenne
SEPOLSE,Diede sepoltura
SEPPE,Venne a conoscenza
SEPPIA,Bruno scuro da inchiostro naturale
SEQUEL,Il seguito di un film
SER,Titolo da cavaliere medievale
SERA,Ora in cui la luce si ritira
SERAFICO,Calmo come un angelo alto
SERAFINO,Angelo ardente di grado altissimo
SERBIA,Paese balcanico con capitale Belgrado
SERENATA,"Canto sotto una finestra, almeno in teoria"
SERENDIPITA,Scoperta felice trovata cercando altro
SERGEI,Nome proprio del compositore russo Rachmaninov
SERGIO,Nome proprio del regista Leone
SERI,Poco inclini allo scherzo
SERPE,Rettile strisciante in veste poetica
SERPENTE,Rettile senza zampe
SERPENTINA,Linea sinuosa o tubicino avvolto
SERRAGLIO,Raccolta di animali o harem d'Oriente
SERRANDA,La saracinesca del negozio
SERRATURA,Il meccanismo che si apre con la chiave
SERVE,È utile
SERVENDO,Essendo utile
SERVER,Il computer che fornisce servizi in rete
SERVILLO,Il Toni della Grande bellezza
SERVIRA,Sarà utile
SERVIRE,Essere utile
SERVIREBBE,Sarebbe utile
SERVITO,Risultato utile
SERVIVA,Era utile
SERVIVANO,Erano utili
SERVIVO,Ero utile
SERVO,Domestico senza libertà
SERVONO,Sono utili
SESAMO,Seme e parola magica con apriti
SESTANTE,Strumento astronomico fra le costellazioni
SESTERZIO,Moneta romana
SET,Un parziale che non è solo nel tennis
SETA,Fibra regale venuta dal baco
SETACCIO,Separa farina e crusca
SETE,Desiderio d'acqua o di potere
SETH,Nome proprio dell'attore comico Rogen
SETOLA,Pelo rigido di spazzola
SETOLOSO,Coperto di setole
SETTE,"Numero da nani, colli e note"
SETTO,"Parete divisoria, anche nel naso"
SEURAT,Pittore francese del puntinismo
SEVERA,"Rigido nel giudicare, al femminile"
SEVERE,"Rigido nel giudicare, al femminile plurale"
SEVERI,"Rigido nel giudicare, al plurale"
SEVERINI,Il Gino pittore futurista
SEVERO,Rigido nel giudicare
SEYCHELLES,Arcipelago turistico dell'Oceano Indiano
SFACCETTATURA,Il taglio a faccette di una gemma
SFACCHINO,Lavoro duramente come un facchino
SFERA,Solido perfettamente rotondo
SFEROIDE,Quasi sfera da geometri
SFIDA,Invito a misurarsi
SFILACCIATO,Coi fili che si sfaldano
SFINGE,Mostro enigmatico di Tebe
SFINGEO,Enigmatico e solenne
SFIORA,Forma verbale: Toccare appena
SFIORAI,Passato remoto: Toccare appena
SFIORO,Forma verbale: Toccare appena
SFOGLIATELLA,Dolce napoletano a strati
SFUGGENTE,Difficile da afferrare
SFUGGENTI,"Difficile da afferrare, al plurale"
SFUMATO,La morbida velatura resa celebre da Leonardo
SFUMO,Svanisco gradualmente
SG,Iniziali del cantautore Gainsbourg
SGABELLO,Sedile senza schienale
SGABUZZINO,Lo stanzino di sgombero
SGHEMBA,"Storto di sbieco, al femminile"
SGHEMBE,"Storto di sbieco, al femminile plurale"
SGHEMBI,"Storto di sbieco, al plurale"
SGHEMBO,Storto di sbieco
SGOBBO,Lavoro sodo senza sosta
SGOMBRA,Forma verbale: Liberare uno spazio
SGOMBRO,Forma verbale: Liberare uno spazio
SGOMENTO,Il turbamento per uno spavento
SGOMITAMENTO,Il farsi largo a gomitate
SGONFIA,Forma verbale: Far perdere aria
SGONFIO,Forma verbale: Far perdere aria
SGORBIA,Scalpello a lama concava
SGRIDO,Riprendo con asprezza
SGUALCITO,Pieno di pieghe e grinze
SGUANCIO,Lo svaso laterale di una finestra
SGUSCIO,Sfuggo via lestamente
SHACKLETON,Esploratore antartico irlandese
SHAKESPEARE,Il William dell'Amleto
SHANGHAI,Metropoli cinese sullo Huangpu
SHARON,Nome proprio dell'attrice Stone
SHERPA,Popolo himalayano delle spedizioni alpinistiche
SHERWOOD,La foresta di Robin Hood
SHIRLEY,Nome proprio dell'attrice MacLaine
SHIVA,Il dio distruttore della trimurti indù
SI,Assenso in due lettere
SIA,Congiunzione che raddoppia spesso
SIBERIA,Vasta regione della Russia asiatica
SIBILLA,Profetessa che parla oscuro
SIBILLINA,"Oscuro e allusivo, al femminile"
SIBILLINE,"Oscuro e allusivo, al femminile plurale"
SIBILLINI,"Oscuro e allusivo, al plurale"
SIBILLINO,Oscuro e allusivo
SIBILLO,Fischio sottile e inquietante
SIBILO,Il verso del serpente
SICCITA,Prolungata mancanza di pioggia
SICILIA,La maggiore isola del Mediterraneo
SICURA,"Senza pericolo o dubbio, al femminile"
SICURE,"Senza pericolo o dubbio, al femminile plurale"
SICURI,"Senza pericolo o dubbio, al plurale"
SICURO,Senza pericolo o dubbio
SID,Nome proprio del bassista Vicious dei Sex Pistols
SIDERALE,Riguarda stelle e distanze immense
SIDNEY,Metropoli australiana dall'Opera House
SIDONE,Antica città fenicia del Libano
SIEDONO,Presente plurale: Stare su una sedia
SIENA,Città del Palio
SIEPE,Fila di arbusti che recinge
SIEVERT,L'unità di dose equivalente di radiazioni
SIGFRIDO,L'eroe germanico uccisore del drago
SIGLA,Nome accorciato in iniziali
SIGMA,"Somma, deviazione o lettera greca"
SIGNAC,Pittore puntinista francese
SIGNORE,"Uomo distinto, titolo di cortesia"
SIGNORELLI,Pittore umbro del Giudizio di Orvieto
SILENO,Il vecchio satiro maestro di Dioniso
SILFIDE,Spirito dell'aria leggiadro
SILICE,Minerale duro del quarzo
SILLA,Dittatore della Roma repubblicana
SILLOGISMO,Tre proposizioni per costringere la logica
SILO,Torre di grano
SILURO,Pesce elettrico o arma navale
SILVANO,Del bosco o dio campestre
SILVESTRO,Papa al tempo di Costantino
SIMBIOSI,Convivenza stretta fra specie diverse
SIMBOLO,Segno che vale più di se stesso
SIMENON,Il Georges di Maigret
SIMEONE,L'anziano che accolse Gesù al tempio
SIMEONI,La Sara dell'alto olimpico
SIMILORO,Lega che imita l'oro
SIMON,Nome proprio del cantante dei Duran Duran Le Bon
SIMONIA,"Commercio del sacro, peccato storico"
SINAI,La penisola desertica del monte di Mosè
SINAPSI,Contatto funzionale tra neuroni
SINCROTRONE,Acceleratore circolare di particelle
SINDBAD,Il leggendario marinaio delle fiabe arabe
SINEDDOCHE,"La parte per il tutto, o viceversa"
SINESTESIA,Senso che prende in prestito un altro senso
SINFONIA,Composizione orchestrale in più movimenti
SINGALESI,Popolo maggioritario dello Sri Lanka
SINGAPORE,Città-stato asiatica dei grattacieli
SINGHIOZZO,Interruzione ritmica del respiro
SINGULTO,Il singhiozzo del pianto
SINNER,Il Jannik campione altoatesino del tennis
SINOSSI,Vista d'insieme in forma breve
SINTAGMA,Gruppo di parole che sta insieme
SINTESI,La ricomposizione unitaria degli opposti
SINUOSA,"Pieno di curve, al femminile"
SINUOSE,"Pieno di curve, al femminile plurale"
SINUOSI,"Pieno di curve, al plurale"
SINUOSO,Pieno di curve
SIOUX,Popolo nativo delle Grandi Pianure
SIPARIO,Tela che decide quando comincia lo spettacolo
SIR,Titolo britannico in tre lettere
SIRACUSA,Città di Archimede e di Ortigia
SIRENA,Donna-pesce o segnale d'allarme
SIRENETTA,Piccola creatura marina da fiaba danese
SIRIA,Paese mediorientale con Damasco
SIRIO,"Stella del Cane, luminosissima"
SIRONI,Il Mario pittore del Novecento
SIRTAKI,Danza popolare greca
SISIFO,Spinse eternamente il masso
SISLEY,Paesaggista impressionista
SISMA,Terra che trema in parola breve
SISTEMA,Mette a posto
SISTEMANDO,Mettendo a posto
SISTEMANO,Mettono a posto
SISTEMARE,Mettere a posto
SISTEMATO,Messo a posto
SISTEMAVA,Metteva a posto
SISTEMAVANO,Mettevano a posto
SISTEMAVO,Mettevo a posto
SISTEMERA,Metterà a posto
SISTEMEREBBE,Metterebbe a posto
SISTEMO,Metto a posto
SISTO,Papa che diede il nome a una cappella
SISTOLE,Contrazione del cuore
SITAR,Strumento a corde indiano
SITO,Luogo reale o pagina in rete
SIVIGLIA,Città andalusa della Giralda
SKA,Genere giamaicano dal ritmo in levare
SKOPJE,Capitale macedone
SLALOM,Discesa sciistica tra le porte
SLANCIATO,Alto e dalla figura agile
SLEGA,Forma verbale: Sciogliere un nodo
SLEGAI,Passato remoto: Sciogliere un nodo
SLEGANO,Presente plurale: Sciogliere un nodo
SLEGATO,Participio: Sciogliere un nodo
SLEGAVA,Imperfetto: Sciogliere un nodo
SLEGAVI,Imperfetto: Sciogliere un nodo
SLEGO,Forma verbale: Sciogliere un nodo
SLITTA,Scivola sulla neve
SLITTAI,Passato remoto: Scivolare su ghiaccio
SLITTINO,Disciplina invernale su slitta
SLITTO,Forma verbale: Scivolare su ghiaccio
SLOGAN,Breve frase pubblicitaria a effetto
SLOGATURA,La distorsione di un'articolazione
SLOVACCHIA,Stato carpatico con capitale Bratislava
SLOVENIA,Paese tra Alpi e Adriatico
SM,Iniziali del pittore Martini
SMALIZIATO,Reso furbo dall'esperienza
SMANCEROSO,Pieno di moine eccessive
SMANIA,Forma verbale: Agitarsi per impazienza
SMANIAI,Passato remoto: Agitarsi per impazienza
SMANIO,Forma verbale: Agitarsi per impazienza
SMARRIMENTO,Il senso di chi ha perso la via
SMARTWORKING,Il lavoro svolto da remoto
SMERALDINO,Verde brillante come la gemma
SMERALDO,Gemma verde preziosa
SMILZO,Magro e sottile
SMIRNE,Porto turco sull'Egeo
SMOKING,Elegante abito maschile da sera
SMORFIA,La contrazione buffa del viso
SMORTA,"Pallido e spento, al femminile"
SMORTE,"Pallido e spento, al femminile plurale"
SMORTI,"Pallido e spento, al plurale"
SMORTO,Pallido e spento
SMOTTAMENTO,Terra che cede scivolando
SMUNTO,Pallido e dimagrito
SN,Simbolo chimico dello stagno
SNOWBOARD,Tavola per scivolare sulla neve
SO,Sigla automobilistica di Sondrio
SOBBALZO,Trasalisce per lo spavento
SOBEK,Il dio egizio dalla testa di coccodrillo
SOBRIA,"Misurato e senza eccessi, al femminile"
SOBRIE,"Misurato e senza eccessi, al femminile plurale"
SOBRII,"Misurato e senza eccessi, al plurale"
SOBRIO,Misurato e senza eccessi
SOCA,Genere ballabile caraibico
SOCCORSE,Andò in aiuto
SOCOTRA,Isola yemenita dalla flora unica
SOCRATE,Il filosofo della maieutica
SODA,"Acqua con bollicine, o caustica"
SODAGLIA,Il terreno sodo non lavorato
SODIO,Metallo del sale da cucina
SOFA,Divano da salotto
SOFFIA,Forma verbale: Mandare aria dalla bocca
SOFFIAI,Passato remoto: Mandare aria dalla bocca
SOFFIETTO,Strumento che soffia aria sul fuoco
SOFFIO,Respiro leggero o impulso improvviso
SOFFITTA,Locale sotto il tetto
SOFFITTO,Cielo domestico
SOFIA,Capitale bulgara e nome di donna
SOFISTICA,L'arte del ragionare cavilloso
SOFOCLE,Il tragediografo dell'Edipo re
SOFTWARE,L'insieme dei programmi del computer
SOGGHIGNO,Il sorriso sarcastico e malizioso
SOGLIA,Pietra d'ingresso o limite
SOGLIOLA,Pesce piatto pregiato
SOGNA,Vede nel sonno
SOGNANDO,Vedendo nel sonno
SOGNANO,Vedono nel sonno
SOGNARE,Vedere nel sonno
SOGNATO,Visto nel sonno
SOGNAVA,Vedeva nel sonno
SOGNAVANO,Vedevano nel sonno
SOGNAVO,Vedevo nel sonno
SOGNERA,Vederà nel sonno
SOGNEREBBE,Vederebbe nel sonno
SOGNO,Visione notturna o desiderio
SOIA,Legume orientale da salsa e latte
SOL,La quinta nota
SOLAIO,"Piano alto, spesso pieno di cose vecchie"
SOLCA,Forma verbale: Aprire un segno lungo
SOLCAI,Passato remoto: Aprire un segno lungo
SOLCANO,Presente plurale: Aprire un segno lungo
SOLCATO,Participio: Aprire un segno lungo
SOLCAVA,Imperfetto: Aprire un segno lungo
SOLCAVI,Imperfetto: Aprire un segno lungo
SOLCO,Traccia lasciata dall'aratro o dal tempo
SOLDANELLA,Fiorellino alpino a frange
SOLDATO,Pedina in divisa
SOLDO,Moneta minima e vecchio stipendio
SOLE,Astro che non ha bisogno di lampioni
SOLENNE,Grave e cerimonioso
SOLERTE,Pronto e diligente
SOLERTI,"Pronto e diligente, al plurale"
SOLFARA,Miniera di zolfo siciliana
SOLFATARA,Terreno vulcanico che emette zolfo
SOLFITO,Il conservante che si aggiunge al vino
SOLIDIFICAZIONE,Il passaggio da liquido a solido
SOLIMANO,Il sultano ottomano detto il Magnifico
SOLIPSISMO,Mondo ridotto all'io che lo pensa
SOLITARIO,"Solo, o gioco con carte e pazienza"
SOLLEVA,Alza
SOLLEVANDO,Alzando
SOLLEVANO,Alzano
SOLLEVARE,Alzare
SOLLEVATO,Alzato
SOLLEVAVA,Alzava
SOLLEVAVANO,Alzavano
SOLLEVAVO,Alzavo
SOLLEVERA,Alzerà
SOLLEVEREBBE,Alzerebbe
SOLLEVO,Alzo
SOLO,Senza compagnia o pezzo da virtuoso
SOLSTIZIO,Il sole sembra fermarsi al limite dell'anno
SOLUTO,La sostanza disciolta in un solvente
SOLUZIONE,Il miscuglio omogeneo di soluto e solvente
SOLVENTE,Il liquido che scioglie una sostanza
SOLZENICYN,Autore di Arcipelago Gulag
SOMALIA,Corno d'Africa affacciato sull'Oceano Indiano
SOMBRERO,Cappello messicano a larga tesa
SOMMA,Fa un totale
SOMMANDO,Facendo un totale
SOMMANO,Fanno un totale
SOMMARE,Fare un totale
SOMMARIO,Breve quadro d'insieme o indice
SOMMATO,Fatto un totale
SOMMAVA,Faceva un totale
SOMMAVANO,Facevano un totale
SOMMAVO,Facevo un totale
SOMMELIER,L'esperto degustatore di vini
SOMMERA,Farà un totale
SOMMEREBBE,Farebbe un totale
SOMMESSA,"Detto a bassa voce, al femminile"
SOMMESSE,"Detto a bassa voce, al femminile plurale"
SOMMESSI,"Detto a bassa voce, al plurale"
SOMMESSO,Detto a bassa voce
SOMMO,Faccio un totale
SONATA,Composizione per strumento in più movimenti
SONDA,Esplora dove l'uomo non arriva
SONNAMBULO,Cammina mentre dovrebbe dormire
SONNECCHIO,Dormicchio leggermente
SONNO,Debito che non si paga in banca
SONNY,Nome proprio del primogenito Corleone del Padrino
SONTUOSA,"Ricco e magnifico, al femminile"
SONTUOSE,"Ricco e magnifico, al femminile plurale"
SONTUOSI,"Ricco e magnifico, al plurale"
SONTUOSO,Ricco e magnifico
SOPPALCO,Piano intermedio rubato all'altezza
SOPPRESSATA,Salame rustico del Sud
SOPPRESSE,Mise fine
SOPRAMMOBILE,Oggetto decorativo da ripiano
SOPRANO,La voce femminile più acuta
SOPRUSO,L'abuso prepotente
SORBO,Albero dai frutti aspri
SORDI,L'Alberto del cinema italiano
SORDITA,Perdita dell'udito
SORDO,"Non sente, o non fa rumore"
SORELLA,Parente dello stesso ceppo familiare
SORGENTE,Punto da cui nasce l'acqua
SORGIVA,Acqua che nasce dal terreno
SORGO,Cereale resistente al secco
SORNIONE,Furbo sotto un'aria placida
SOROR,Sorella in latino
SORRENTINO,Regista della Grande bellezza
SORRIDE,Mostra un sorriso
SORRIDENDO,Mostrando un sorriso
SORRIDERA,Mostrerà un sorriso
SORRIDERE,Mostrare un sorriso
SORRIDEREBBE,Mostrerebbe un sorriso
SORRIDEVA,Mostrava un sorriso
SORRIDEVANO,Mostravano un sorriso
SORRIDEVO,Mostravo un sorriso
SORRIDO,Mostro un sorriso
SORRIDONO,Mostrano un sorriso
SORRISO,Curva del viso che disarma
SORTE,Destino o estrazione
SOS,Richiesta d'aiuto senza parole
SOSPENSIONE,Le particelle disperse in un liquido
SOSPESE,Mise in pausa
SOSPIRO,Respiro che dice più di una parola
SOSTA,Fermata senza fine viaggio
SOSTANZA,Ciò che esiste di per sé
SOTTANA,Gonna che si porta sotto l'abito
SOTTILE,Poco spesso
SOTTILI,"Poco spesso, al plurale"
SOTTOBICCHIERE,Dischetto sotto i bicchieri
SOTTOPENTOLA,Sostegno per le pentole calde
SOTTOSCALA,Lo spazio ricavato sotto le scale
SOTTOTETTO,Lo spazio sotto le falde del tetto
SOTTOVENTO,Lato riparato dal vento
SOTTRASSE,Portò via di nascosto
SOUFFLE,Sformato soffice gonfiato in forno
SOUKOUS,Genere ballabile dell'Africa centrale
SOUL,Genere musicale nero ricco di pathos
SOVANA,Borgo toscano legato agli Etruschi
SOVRANA,"Supremo, al femminile"
SOVRANE,"Supremo, al femminile plurale"
SOVRANI,"Supremo, al plurale"
SOVRANO,Supremo
SOVVENNE,Tornò alla mente
SP,Iniziali del presidente Pertini
SPADA,Arma bianca lunga
SPADONE,Grande spada a due mani
SPAGNA,Paese iberico di Madrid e Siviglia
SPAGO,Filo rustico da pacchi e cucina
SPALLA,"Sostegno, lato o aiutante comico"
SPALLANZANI,Il Lazzaro biologo settecentesco
SPALLIERA,"Sostegno di letto, sedia o pianta"
SPARLO,Dico male di qualcuno
SPARSA,"Disseminato qua e là, al femminile"
SPARSE,"Disseminato qua e là, al femminile plurale"
SPARSI,"Disseminato qua e là, al plurale"
SPARSO,Disseminato qua e là
SPARTA,La rivale militare di Atene
SPARTACO,Il gladiatore che guidò la rivolta degli schiavi
SPARUTA,"Magro e smunto, al femminile"
SPARUTE,"Magro e smunto, al femminile plurale"
SPARUTI,"Magro e smunto, al plurale"
SPARUTO,Magro e scarso insieme
SPARVIERO,Rapace simile al falco
SPATOLA,Utensile piatto e uccello dal becco largo
SPAVALDA,"Audace fino all'arroganza, al femminile"
SPAVALDE,"Audace fino all'arroganza, al femminile plurale"
SPAVALDI,"Audace fino all'arroganza, al plurale"
SPAVALDO,Audace fino all'arroganza
SPAVENTO,Paura che arriva di colpo
SPAZIA,Forma verbale: Muoversi in ampio campo
SPAZIAI,Passato remoto: Muoversi in ampio campo
SPAZIO,Forma verbale: Muoversi in ampio campo
SPAZZACAMINO,Pulisce i camini dalla fuliggine
SPECCHIERA,Grande specchio con cornice
SPECCHIO,Rimanda l'immagine
SPECIE,Categoria dei viventi o avverbio incerto
SPECK,Speziato prosciutto affumicato altoatesino
SPECOLA,Osservatorio con nome antico
SPENCER,Nome proprio dell'attore Tracy
SPENTA,"Privo di luce, al femminile"
SPENTE,"Privo di luce, al femminile plurale"
SPENTI,"Privo di luce, al plurale"
SPENTO,Privo di luce
SPESA,Costo o carrello pieno
SPETTEGOLO,Spargo pettegolezzi
SPETTRO,Fantasma o gamma di colori
SPEZIALE,Farmacista d'altri tempi
SPIAGGIA,Confine sabbioso fra terra e mare
SPIANATA,Luogo reso piano o colpo d'artiglieria
SPIANATOIA,Tavola di legno per impastare
SPIEDO,Asta per arrostire la carne
SPIEGAZZATO,Pieno di pieghe disordinate
SPIGA,Infiorescenza del grano
SPIGOLA,Pregiato pesce di mare detto branzino
SPIGOLATRICE,La donna che raccoglie le spighe rimaste
SPIGOLOSA,"Duro nel tratto, al femminile"
SPIGOLOSE,"Duro nel tratto, al femminile plurale"
SPIGOLOSI,"Duro nel tratto, al plurale"
SPIGOLOSO,Duro nel tratto
SPIKE,Nome proprio del regista Lee
SPILLA,Gioiello con spillo da appuntare
SPILLO,Ago corto con capocchia
SPINA,"Punge, collega corrente o sta nel pesce"
SPINACI,Verdura resa famosa da un marinaio
SPINELLO,"Pietra preziosa, non solo gergo moderno"
SPINETTA,Piccolo cembalo domestico
SPINGARDA,Antica arma da fuoco leggera
SPINNAKER,Grande vela da andature portanti
SPINSE,Diede una spinta
SPIONCINO,Il forellino per guardare chi bussa
SPIRA,Forma verbale: Esalare o soffiare
SPIRAGLIO,Fessura che lascia passare luce o speranza
SPIRAI,Passato remoto: Esalare o soffiare
SPIRALE,Linea che si avvolge su sé stessa
SPIRANO,Presente plurale: Esalare o soffiare
SPIRATO,Participio: Esalare o soffiare
SPIRAVA,Imperfetto: Esalare o soffiare
SPIRAVI,Imperfetto: Esalare o soffiare
SPIREA,Arbusto dai fiori bianchi a cascata
SPIRITO,"Anima, alcol o prontezza di battuta"
SPIRITUAL,Antico canto religioso degli schiavi
SPIRO,Forma verbale: Esalare o soffiare
SPLENDORE,Luce portata al massimo
SPOCCHIOSO,Pieno di presunzione
SPOCK,Nome proprio del vulcaniano di Star Trek
SPOLA,Correva nel telaio
SPOLETO,Città umbra del Festival dei Due Mondi
SPONTONE,Arma in asta da ufficiale
SPORADICO,"Che appare qua e là, senza continuità"
SPORT,Gioco serio con classifiche
SPOSA,"Protagonista in bianco, almeno per tradizione"
SPOSAI,Passato remoto: Prendere in matrimonio
SPOSANO,Presente plurale: Prendere in matrimonio
SPOSATO,Participio: Prendere in matrimonio
SPOSAVA,Imperfetto: Prendere in matrimonio
SPOSAVI,Imperfetto: Prendere in matrimonio
SPOSO,Forma verbale: Prendere in matrimonio
SPOSTA,Mette in altro luogo
SPOSTANDO,Mettendo in altro luogo
SPOSTANO,Mettono in altro luogo
SPOSTARE,Mettere in altro luogo
SPOSTATO,Messo in altro luogo
SPOSTAVA,Metteva in altro luogo
SPOSTAVANO,Mettevano in altro luogo
SPOSTAVO,Mettevo in altro luogo
SPOSTERA,Metterà in altro luogo
SPOSTEREBBE,Metterebbe in altro luogo
SPOSTO,Metto in altro luogo
SPREGIO,Il disprezzo manifesto
SPREMIAGRUMI,Utensile per il succo di arance
SPRINT,Lo scatto improvviso e veloce
SPROLOQUIO,Parlo a lungo e a vanvera
SPUGNA,Assorbe acqua
SPUMA,Schiuma più elegante
SPURIA,"Non autentico, al femminile"
SPURIE,"Non autentico, al femminile plurale"
SPURII,"Non autentico, al plurale"
SPURIO,"Non puro, non legittimo, sospetto"
SPUTA,Forma verbale: Mandare saliva fuori
SPUTAI,Passato remoto: Mandare saliva fuori
SPUTANO,Presente plurale: Mandare saliva fuori
SPUTATO,Participio: Mandare saliva fuori
SPUTAVA,Imperfetto: Mandare saliva fuori
SPUTAVI,Imperfetto: Mandare saliva fuori
SPUTO,Forma verbale: Mandare saliva fuori
SQUADRA,Strumento per tracciare angoli retti
SQUALO,Predatore marino e finanziario
SQUILLO,Il suono acuto della tromba
SR,Iniziali dello scrittore Rushdie
SS,Iniziali del regista Spielberg
STA,Rimane o si trova
STACCATO,Suonato separando nettamente le note
STACCIONATA,Il recinto rustico di pali
STAFF,L'insieme dei collaboratori
STAFFETTA,Corsa a squadre con passaggio di testimone
STAGNINO,Artigiano che salda i metalli
STAGNO,Piccolo specchio d'acqua o metallo
STAI,Forma verbale: Restare in un luogo
STALAGMITE,Sale dal pavimento della grotta
STALATTITE,Pende dal soffitto della grotta
STALLA,Alloggio bovino e memoria natalizia
STAMBECCO,Capra alpina da corna arcuate
STAME,L'organo maschile del fiore
STAMIGNA,Tessuto rado per filtrare
STAN,Nome proprio del creatore di fumetti Marvel Lee
STANA,Forma verbale: Far uscire dal rifugio
STANAI,Passato remoto: Far uscire dal rifugio
STANANO,Presente plurale: Far uscire dal rifugio
STANATO,Participio: Far uscire dal rifugio
STANAVA,Imperfetto: Far uscire dal rifugio
STANAVI,Imperfetto: Far uscire dal rifugio
STANCA,"Privo di energie, al femminile"
STANCHE,"Privo di energie, al femminile plurale"
STANCHI,"Privo di energie, al plurale"
STANCO,Privo di energie
STANISLAW,Nome proprio dello scrittore di fantascienza Lem
STANLEY,Nome proprio del regista Kubrick
STANO,Forma verbale: Far uscire dal rifugio
STANZA,Vano domestico o strofa
STAR,Stella importata dallo spettacolo
STARBUCK,Nome proprio dell'ufficiale del Pequod in Moby Dick
STARNAZZARE,Lo schiamazzo delle anatre
STARNUTO,Lo scoppio d'aria dal naso
STARTUP,Giovane impresa innovativa
STATERA,Antica bilancia
STATO,Participio: Restare in un luogo
STATUA,Figura scolpita
STATUTO,Legge fondamentale di un ente
STAVA,Imperfetto: Restare in un luogo
STAVI,Imperfetto: Restare in un luogo
STAZZONATO,Spiegazzato e malridotto
STEARINA,Sostanza grassa da candele
