soluzione,definizione
TIFFANY,La gioielleria newyorkese dell'azzurro
THERMOMIX,Il robot da cucina multifunzione
TELETHON,La maratona televisiva per la ricerca
TOWERBRIDGE,Il ponte levatoio sul Tamigi
TISSOT,La marca svizzera di orologi
TOMTOM,La marca olandese di navigatori satellitari
TRAVIATA,L'opera di Verdi su Violetta
TURANDOT,L'opera incompiuta di Puccini con Nessun dorma
TOSCA,L'opera di Puccini con E lucevan le stelle
TOTTENHAM,Il club londinese degli Spurs
TGV,Il treno ad alta velocità francese
TRANSIBERIANA,La lunghissima ferrovia russa fino al Pacifico
TATAMI,La stuoia su cui si pratica il judo
TAICHI,La ginnastica cinese dai movimenti lenti
TWEETY,Il nome inglese di Titti
TRANSFORMERS,I robot che si trasformano in veicoli
TIGELLA,Il pane tondo emiliano da farcire
TARALLO,Il biscottino salato pugliese a ciambellina
TOBOGA,Lo scivolo acquatico o la slitta da discesa
TIRANNOSAURO,Il grande dinosauro carnivoro dalle piccole zampe
TRICERATOPO,Il dinosauro erbivoro dalle tre corna
TOGNAZZI,"L'attore italiano del Vizietto, Ugo"
TOLKIEN,L'autore del Signore degli Anelli
TEDUA,Il rapper genovese della Divina Commedia
TRAPATTONI,"Lo storico tecnico italiano, Giovanni"
TORONTO,La metropoli canadese della CN Tower
TE,La bevanda delle cinque
TE,Pronome: penso a...
TOP,"Il massimo, il meglio"
TAO,Il principio della via nel pensiero cinese
TANA,Il rifugio scavato dall'animale
TARA,Il peso dell'imballaggio da scontare
TELA,Il supporto su cui dipinge il pittore
TELA,Quella che il ragno tesse
TEMA,Il compito in classe di italiano
TESI,Il lavoro finale per la laurea
TIFO,La malattia infettiva trasmessa dai pidocchi
TIPO,L'individuo: un... strano
TIRO,Lo scherzo: giocare un brutto...
TOGA,La veste solenne dei magistrati
TONO,La sfumatura di un colore
TORO,Il segno zodiacale di maggio
TUBA,Il cappello a cilindro
TUFO,La tenera roccia di origine vulcanica
TUBO,Il condotto cilindrico dell'acqua
TAU,La croce a forma di T di San Francesco
TIR,Il grosso autoarticolato delle merci
TRE,I...moschettieri di Dumas
TARO,Il fiume emiliano affluente del Po
TESO,"Nervoso, in ansia"
TIMO,L'aromatica erbacea usata in cucina
TOPO,Il roditore che il gatto insegue
TRIO,Il complesso di tre musicisti
TUTA,L'abito intero da lavoro o da ginnastica
TACCO,La parte rialzata della scarpa
TANGO,Il ballo sensuale argentino
TARGA,La piastra con la sigla dell'auto
TARLO,Il dubbio che rode dentro
TASCA,Lo scomparto cucito nei pantaloni
TENDA,Quella che ripara la finestra dal sole
TENDA,Il riparo di tela del campeggio
TERRA,Il pianeta su cui viviamo
TERRA,Il suolo che si calpesta
TERZO,Quello che sale sul gradino più basso del podio
TONDO,Di forma circolare
TORTA,Il dolce delle feste di compleanno
TORTO,Lui ha...: ha sbagliato
TRAMA,L'intreccio della storia
TRAMA,I fili intrecciati del tessuto
TRAVE,Quella attrezzo della ginnastica artistica
TRENO,Il convoglio che corre sui binari
TROTA,Il pesce d'acqua dolce di fiume
TUONO,Il fragore che segue il fulmine
TURBA,La folla tumultuante
TURNO,Il...di lavoro o di guardia
TAVOLO,Ci si siede a mangiare e a trattare
TENNIS,Lo sport del dritto e del rovescio
TIFOSO,Sostiene la squadra dagli spalti
TAZZA,Una tempesta in una...d'acqua
TACERE,Chi...acconsente
TIMIDO,Arrossisce per un nulla
TRISTE,"Giù di morale, mesto"
TOPINO,Il piccolo del topo
TRONCO,Il fusto che regge i rami dell'albero
TITOLO,Apre l'articolo del giornale
TUFFO,Un...nel passato: il ricordo improvviso
TEMERE,"Chi non ha nulla da farsi, non lo prova"
TRUPPA,Il reparto di soldati
TAVOLA,"Ci si siede a mangiare, o è l'asse di legno"
TOAST,Il tramezzino caldo e tostato
TARDI,Meglio...che mai
TEMPIA,Il lato del capo tra occhio e orecchio
TERZA,La marcia sopra la seconda
TRIPLO,"Il salto...dell'atletica, tre volte tanto"
TOSTO,Avere una faccia...: essere sfacciati
TRARRE,"Ricavare, o...in inganno"
TONTO,"Lo sciocco, o il finto... che fa il furbo"
TOMO,"Il grosso libro, o un tipo strambo"
TUTU,La gonnellina svolazzante della ballerina
TANFO,Il cattivo odore di chiuso
TRUCCO,"Il maquillage, o l'inganno: il...c'è ma non si vede"
TESTO,"Il vaso di coccio, o le parole scritte di un brano"
TUBERO,La patata ne è il più noto esempio
TESTA,Quella o croce nel lancio della monetina
TESTA,In...alla classifica: al primo posto
TERRA,Il pianeta azzurro su cui viviamo
TAPPO,La persona molto bassa di statura
TAPPA,Quella di montagna del Giro ciclistico
TAZZA,"Contiene il caffè, e ha il manico"
TINTA,In...unita: di un solo colore
TOPPA,Mettere una...: rimediare alla meglio
TORRE,Il pezzo degli scacchi che muove in linea retta
TORTA,Spartirsi la...: dividersi il bottino
TOSTO,Il pane abbrustolito e croccante
TUFFO,Il salto a capofitto nella piscina
TEMPO,Quello atmosferico col sole o la pioggia
TEMPO,A...perso: nei ritagli di tempo
TASTO,Toccare un...dolente: un argomento spinoso
TASTO,Quello bianco o nero del pianoforte
TRONO,Il seggio su cui siede il re
TOZZO,Un...di pane raffermo
TORDO,"Lo sciocco, il credulone"
TOSSE,Il colpo che irrita la gola
TARDO,Lento e ottuso di mente
TALE,"Un...: un tizio, un certo individuo"
TIRA,...e molla: l'andirivieni indeciso
TAGLIO,Le banconote di grosso...
TAGLIO,Dare un...: ridurre drasticamente
TAPPETO,Mandare al...: stendere l'avversario
TARTARO,Il deposito che si forma sui denti
TELAIO,La struttura portante dell'automobile
TENORE,"Il...di vita, lo standard economico"
TESORO,L'appellativo affettuoso per la persona amata
TIMONE,Reggere il...: tenere la guida
TIMORE,"Il...di Dio, il rispetto reverenziale"
TORCIA,La...elettrica che fa luce
TRATTO,"I...del viso, i lineamenti"
TRATTO,A un...: all'improvviso
TRUFFA,"L'imbroglio, la fregatura ai danni di qualcuno"
TENERA,La verde... età della gioventù
TONACA,La lunga veste del frate e del prete
TORACE,La cassa che racchiude cuore e polmoni
TORERO,Chi sfida il toro nell'arena
TORNEO,La giostra cavalleresca medievale
TRATTA,"Quella degli schiavi, la deportazione"
TRILLO,Lo squillo del campanello
TUNICA,La veste lunga e sciolta degli antichi
TUO,Il possessivo: il...zaino
TUA,Il possessivo femminile: la...penna
TUO,Il...e il mio
TU,Dare del...: trattare con familiarità
TRE,Il numero che segue il due
TEA,"Il tè, in inglese"
TIC,Il...tac dell'orologio
TELECOMANDO,Cambia canale dal divano
TEMPERAMATITE,Fa la punta alla matita
TOVAGLIA,Copre il tavolo apparecchiato
TERMOSIFONE,Scalda la stanza d'inverno
TERRAZZO,Lo spazio aperto sul tetto o al piano
TRISTEZZA,Il contrario dell'allegria
TENEREZZA,Sentimento dolce e affettuoso
TERMOMETRO,Misura la febbre
TRAMPOLINO,Da qui ci si tuffa in piscina
TESTARDAGGINE,L'ostinazione di chi non cede
TEMPORALESCO,Da cielo carico di pioggia
TOSAERBA,Rasa il prato del giardino
TEMPERINO,Coltellino che fa la punta
TRANQUILLITA,La calma serena
TIMIDEZZA,L'imbarazzo di chi è riservato
TERZINCOMODO,Chi è di troppo in una coppia
TUTANKHAMON,Il faraone bambino dalla maschera d'oro
TOPOLINO,Il celebre topo di Disney
TIPOGRAFIA,Stampa libri e volantini
TANGENZIALE,La strada che aggira la città
TAGLIAERBA,Rasa il prato del giardino
TRADUTTORE,Volge un testo in un'altra lingua
TELEVISIONE,L'apparecchio coi programmi e i film
TELEFONINO,Il cellulare da tasca
TONI,"Luca, bomber altissimo del Mondiale 2006"
TONALI,"Sandro, centrocampista azzurro al Newcastle"
TEVEZ,"Carlos, l'Apache argentino della Juventus"
TREZEGUET,"David, bomber francese della Juventus"
THURAM,"Lilian, difensore francese campione del mondo"
TORTU,"Filippo, velocista azzurro oro nella staffetta"
TOMBA,"Alberto, la Bomba dello sci azzurro"
TYSON,"Mike, Iron Mike dei pesi massimi"
TB,"Il terabyte, in sigla"
TC,Simbolo chimico del tecnezio
TM,"Il marchio registrato, in sigla inglese"
TN,Sigla automobilistica di Trento
TP,Sigla automobilistica di Trapani
TS,Sigla automobilistica di Trieste
TAN,"L'abbronzatura, in inglese"
TAR,"Il catrame, in inglese"
TED,Le celebri conferenze divulgative
TEE,"La maglietta a maniche corte, in inglese"
TIM,L'operatore telefonico ex Telecom
TOM,Il gatto di Tom & Jerry
THOR,Il supereroe Marvel col martello
TIFA,La pianta palustre dalle spighe a sigaro
TONI,Le sfumature di colore o di suono
TONY,I premi del teatro di Broadway
TOTI,L'eroe Enrico...con la stampella
TOTO,Il cagnolino di Dorothy nel Mago di Oz
TRAP,"La trappola, in inglese"
TUTU,L'arcivescovo sudafricano Desmond...
TESCHIO,Il cranio scarnificato
TIZZONE,Il pezzo di legna ardente
TUGURIO,La misera stamberga
TALPA,"La spia infiltrata, in gergo"
TIBIA,Antico flauto dei Romani
TOCCO,Il berretto quadrato dei neolaureati
TROLL,Chi provoca e insulta sul web
TWIST,Il colpo di scena inatteso
TH,Iniziali dell'attore Tom Hanks
TAYLOR,La Liz dagli occhi viola di Cleopatra
THERON,La Charlize di Monster
TH,Iniziali dello scrittore Thomas Hardy
