soluzione,definizione
VISCERA,"Interiora, ma anche profondità emotive"
VISCHIO,Pianta appesa per baci natalizi
VISCHIO,Pianta natalizia parassita
VISCHIOSO,Appiccicoso e tenace
VISCIDA,Scivolosa o melliflua
VISCIDE,Scivolose o melliflue
VISCIDI,Scivolosi o melliflui
VISCIDO,Scivoloso e poco leale
VISCONTI,Il Luchino del Gattopardo
VISCOSITA,La resistenza di un fluido allo scorrere
VISHNU,Il dio conservatore della trimurti indù
VISIBILE,Tra i suoi significati: «evidente»
VISIBILE,Un possibile significato è «ovvio»
VISIERA,La parte mobile dell'elmo davanti al viso
VISIERA,"In una sua accezione, «buffa»"
VISIGOTI,Popolo germanico che fondò un regno in Spagna
VISIONE,Vale anche «posizione»
VISIONE,"In una sua accezione, «scena»"
VISITA,Far...: andare a trovare qualcuno
VISITA,Va a vedere o trova
VISITARE,Andare a vedere o trovare
VISITATO,Andato a vedere o trovato
VISITO,Vado a vedere o trovo
VISIVO,Tra i suoi significati: «ottico»
VISNU,Il dio conservatore dell'induismo
VISO,"Aperto, ispira fiducia"
VISO,"Il volto, la faccia"
VISO,Parte che tradisce emozioni
VISO,Volto della persona
VISONE,Il mustelide dalla pregiata pelliccia
VISTA,"A prima...: al primo sguardo, subito"
VISTA,Il senso degli occhi
VISTA,Senso e panorama
VISTA,"In una sua accezione, «scena»"
VISTAMARE,Camera o casa affacciata sull'acqua
VISTOLA,Fiume di Cracovia e Varsavia
VISUALE,Tra i suoi significati: «scena»
VISUALE,Può significare «visione»
VITA,"Biografia, esistenza o filettatura"
VITA,Il punto più stretto del busto
VITA,Vale anche «esistenza»
VITALISMO,La dottrina di un principio vitale irriducibile
VITALITA,Vale anche «energia»
VITALITA,"In una sua accezione, «dinamismo»"
VITE,Giro di...: una stretta più severa
VITE,Pianta che dà l'uva
VITE,Pianta dell'uva o piccolo elemento filettato
VITELLO,Giovane bovino
VITELLOTONNATO,Il piatto piemontese di vitello in salsa di tonno
VITERBO,Città dei papi e delle terme
VITICCIO,Ricciolo con cui la vite si aggrappa
VITILIGINE,Macchie bianche sulla pelle
VITRUVIO,L'architetto romano del trattato De architectura
VITTI,La Monica musa di Antonioni
VITTIMA,Vale anche «danneggiato»
VITTO,Vale anche «cibo»
VITTORIA,Il maggiore lago dell'Africa
VITTORIA,"Il trionfo, il successo"
VITTORIA,Successo in gara o battaglia
VITTORIA,"In una sua accezione, «successo»"
VITTORINI,Autore di Conversazione in Sicilia
VITUPERIO,Biasimo aspro e sonoro
VIVACE,Andamento musicale brioso
VIVACE,Vale anche «vivo»
VIVACE,Può significare «animato»
VIVACITA,Un possibile significato è «vita»
VIVACITA,Tra i suoi significati: «animazione»
VIVAIO,"Dove crescono le piantine, o il serbatoio di giovani talenti"
VIVAISTA,Coltiva e vende piante
VIVALDI,L'Antonio delle Quattro stagioni
VIVALDI,Prete rosso delle Quattro stagioni
VIVAMENTE,Tra i suoi significati: «profondamente»
VIVAMENTE,Vale anche «caldamente»
VIVERE,Essere in vita
VIVERE,Vale anche «resistere»
VIVO,"Acceso, presente o non morto"
VIVO,Vivace e brillante: un colore...
VIVO,Vale anche «live»
VIZIO,Abitudine cattiva o difetto giuridico
VIZIO,Il difetto opposto alla virtù
VIZIO,Vale anche «male»
VIZIOSO,Vale anche «sbagliato»
VIZIOSO,Un possibile significato è «errato»
VIZZA,Appassita e raggrinzita
VIZZE,Appassite e raggrinzite
VIZZI,Appassiti e raggrinziti
VIZZO,Appassito e raggrinzito
VLADIMIR,Il nome dello scrittore Nabokov
VOCABOLARIO,Tesoro ordinato delle parole
VOCABOLARIO,Un possibile significato è «dizionario»
VOCABOLARIO,Tra i suoi significati: «lessico»
VOCATIVO,Caso di chi chiama
VOCAZIONE,"In una sua accezione, «facilità»"
VOCAZIONE,Vale anche «attitudine»
VOCE,Corre più veloce dei fatti
VOCE,La diceria che gira
VOCE,La parola registrata nel vocabolario
VOCE,"Suono umano, o lemma di elenco"
VOCI,Elementi d'elenco o suoni umani
VOCIO,Il confuso parlare di molti
VODKA,Il distillato russo incolore
VOGA,La moda: essere di gran...
VOGA,Remo in movimento e moda passeggera
VOGA,Tra i suoi significati: «tendenza»
VOGLIA,"Il desiderio improvviso, o la macchia di nascita"
VOGLIA,"In una sua accezione, «desiderio»"
VOI,Dare del...: l'antica forma di cortesia
VOL,Abbrevia tomo in biblioteca
VOL,"Viaggio in aereo, in francese"
VOLA,Il tempo...: passa in fretta
VOLA,Si muove nell'aria
VOLANO,Ruota pesante che regola il movimento
VOLANO,Ruota pesante o oggetto del badminton
VOLANS,Il Pesce volante dei cieli australi
VOLANTE,Vale anche «mobile»
VOLANTE,Vale anche «sterzo»
VOLANTINO,Un possibile significato è «pieghevole»
VOLARE,La celebre canzone di Modugno
VOLARE,Muoversi nell'aria
VOLATA,La...finale che decide la corsa
VOLATA,Sprint finale di una corsa ciclistica
VOLATILE,Tra i suoi significati: «uccello»
VOLATO,Librato in aria
VOLDEMORT,Il mago oscuro nemico di Harry Potter
VOLERE,Chi troppo...nulla stringe
VOLERE,Può significare «volontà»
VOLERE,Tra i suoi significati: «considerare»
VOLGA,Grande fiume della Russia europea
VOLGA,Grande fiume russo verso il Caspio
VOLGARITA,Può significare «banalità»
VOLGARITA,Un possibile significato è «oscenità»
VOLIERA,Grande gabbia dove gli uccelli possono volare
VOLITIVO,Governato dalla volontà
VOLKSWAGEN,La casa tedesca del Maggiolino
VOLO,Prendere al...: afferrare al primo istante
VOLO,Viaggio senza toccare terra
VOLO,Può significare «caduta»
VOLONTA,Può significare «decisione»
VOLONTA,Può significare «volere»
VOLPE,Animale simbolo di furbizia
VOLPE,Il furbo carnivoro dalla coda folta
VOLPE,Perde il pelo ma non il vizio
VOLPE,Vecchia...: persona scaltra
VOLPETTA,Piccola costellazione presso il Cigno
VOLPI,Animali proverbiali per furbizia
VOLSCI,Popolo italico nemico di Roma
VOLT,L'unità di misura della tensione elettrica
VOLTA,C'era una...: l'inizio classico delle fiabe
VOLTA,L'Alessandro della pila elettrica
VOLTAIRE,Filosofo illuminista del Candide
VOLTARE,Può significare «girare»
VOLTARE,Tra i suoi significati: «girarsi»
VOLTERRA,Città toscana d'alabastro e mura antiche
VOLTO,Faccia che si legge
VOLTO,"La faccia, il viso"
VOLTO,Un possibile significato è «faccia»
VOLTRON,Il robot gigante formato da cinque leoni
VOLUBILE,Facile a cambiare idea
VOLUBILI,Facili a cambiare idea
VOLUBILIS,Sito romano nel Marocco
VOLUME,"Il libro, o l'intensità del suono da regolare"
VOLUME,Un possibile significato è «libro»
VOLUME,Vale anche «massa»
VOLUTAMENTE,"In una sua accezione, «apposta»"
VOLUTAMENTE,Un possibile significato è «appositamente»
VOLUTO,"In una sua accezione, «intenzionale»"
VOMERE,La lama dell'aratro che fende il suolo
VOMITARE,Vale anche «rimettere»
VOMITARE,"In una sua accezione, «rigettare»"
VONGOLA,Mollusco bivalve per gli spaghetti
VORAGINE,Un possibile significato è «abisso»
VORAGINE,Può significare «baratro»
VORTICE,Giro d'acqua o aria che trascina
VORTICE,Giro rapido d'acqua o vento
VORTICE,Mulinello d'acqua o d'aria
VORTICE,"In una sua accezione, «turbine»"
VOTA,Esprime una scelta
VOTARE,Esprimere una scelta
VOTATO,Espresso una scelta
VOTATO,Un possibile significato è «consacrato»
VOTAZIONE,Un possibile significato è «voto»
VOTO,"Quello scolastico, dall'uno al dieci"
VOTO,Scelta in cabina o promessa religiosa
VOTO,"In una sua accezione, «punteggio»"
VOYAGER,La sonda spaziale ai confini del Sistema Solare
VR,Iniziali del rocker Rossi
VR,"La realtà virtuale, in sigla"
VR,Sigla automobilistica di Verona
VT,Sigla automobilistica di Viterbo
VT,Volt senza lettere interne
VULCANI,Dormono finché non eruttano
VULCANO,Il dio romano del fuoco e delle fucine
VULCANO,Montagna che respira fuoco
VULCANO,Monte che può eruttare lava
VULGATA,Versione latina della Bibbia
VULPECULA,Nome latino della Volpetta
VUOTA,Senza contenuto
VUOTE,Senza contenuto
VUOTI,Senza contenuto
VUOTO,Assegno a...: senza copertura
VUOTO,Il...d'aria che fa sobbalzare l'aereo
VUOTO,Senza contenuto
VV,Iniziali del matematico Volterra
VV,Sigla automobilistica di Vibo Valentia
