soluzione,definizione
MASCHIO,Completa la frase: «ho saputo che hai avuto un figlio …»
MASCOTTE,Portafortuna di squadra o evento
MASCOTTE,Una forma specifica di essere vivente
MASERATI,La casa automobilistica del tridente
MASERU,La capitale del Lesotho
MASO,Casa rurale alpina con prati e stalla
MASSA,"Di...: in gran numero, per tutti"
MASSA,La...muscolare del corpo
MASSA,"Quantità, folla o proprietà fisica"
MASSA,Una manifestazione di collegamento
MASSACRO,Una variante di sfortuna
MASSACRO,Una variante di avversità
MASSAGGIO,In certi usi corrisponde a frega
MASSAGGIO,"Frizione, in un’accezione meno immediata"
MASSERIA,Grande casa rurale del Sud
MASSERIA,Una manifestazione di casa
MASSERIA,Ha tra le sue parti fattoria
MASSIMA,Sentenza breve da ricordare
MASSIMA,Un esempio riconducibile a espressione
MASSIMA,Appartiene alla categoria di detto
MASSIMO,Una nozione collegata a limite
MASSIMO,"Supremo, secondo il contesto"
MASSO,Un caso particolare di roccia
MASSONERIA,Un esempio riconducibile a compagnia
MASSONERIA,Una nozione collegata a loggia
MASTANDREA,Il Valerio attore romano
MASTERCHIEF,Il soldato in armatura di Halo
MASTICE,Collante denso e tenace
MASTIO,La torre principale del castello
MASTROIANNI,Il Marcello della Dolce vita
MATASSA,Il filo raccolto in fasci ad anello
MATCH,Ha tra le sue parti fine gara
MATCH,Può includere fine gara tra i suoi elementi
MATCHA,Il tè verde giapponese in polvere
MATER,Madre latina
MATER,Stabat...: la celebre sequenza sacra
MATERA,Città dei Sassi scavati nella roccia
MATERA,Città lucana dei Sassi
MATERASSAIO,Confeziona e ripara materassi
MATERASSO,Accoglie il sonno ma non lo garantisce
MATERASSO,Accoglie il sonno sopra la rete
MATERASSO,Sta sotto le lenzuola
MATERAZZI,"Marco, difensore dell'Inter del Mondiale 2006"
MATERIA,Un caso particolare di giustificazione
MATERIA,Si può classificare come giustificazione
MATERIALE,Appartiene alla categoria di sostanza
MATERIALE,Una manifestazione di attrezzatura
MATERIALISMO,La dottrina che riduce tutto alla materia
MATERNO,Detto di ciò che richiama l’idea di compito
MATERNO,Può assumere la sfumatura di tenero
MATISSE,L'Henri dei Fauves
MATISSE,Pittore francese dei colori accesi
MATITA,Lascia un segno che la gomma cancella
MATITA,"Scrive, e con la gomma si cancella"
MATITE,Lasciano segni cancellabili
MATRACCIO,Vaso da chimico panciuto
MATRICE,Stampo o origine
MATRICE,Una manifestazione di registrazione
MATRICE,Può assumere il significato di cliché
MATRICOLA,Un esempio riconducibile a elenco
MATRIMONIALE,"Coniugale, secondo il contesto"
MATRIMONIO,Appartiene alla categoria di cerimonia
MATRIMONIO,Una forma specifica di stato civile
MATRIX,Il film dei fratelli Wachowski con Neo
MATRONEO,Galleria sopra le navate laterali
MATT,Il nome dell'attore Damon
MATT,"Opaco, non lucido, in inglese"
MATTA,Una manifestazione di carta da gioco
MATTARELLA,"Sergio, eletto presidente della Repubblica nel 2015"
MATTARELLO,Bastone per stendere la pasta
MATTARELLO,Stende la pasta sulla spianatoia
MATTEO,L'evangelista già esattore
MATTHAUS,"Lothar, regista tedesco dell'Inter"
MATTIA,"...Pascal, il fu personaggio di Pirandello"
MATTIA,L'apostolo eletto al posto di Giuda
MATTO,"Da...: tantissimo, da impazzire"
MATTO,Fuori di senno o finale degli scacchi
MATTO,Lo scacco...: la fine della partita
MATTO,Una nozione collegata a originale
MATTONE,Elemento di un muro
MATTONE,Un libro o un film pesante e noioso
MATTONE,Persona fastidiosa e importuna
MATTUTINO,In certi usi corrisponde a notturno
MATURA,L'esame di...alla fine del liceo
MATURA,Pronta o adulta
MATURARE,Implica anche il fatto di invecchiare
MATURAZIONE,Un esempio riconducibile a data
MATURAZIONE,Può rimandare all’idea di maturità
MATURE,Pronte o adulte
MATURI,Pronti o adulti
MATURITA,"Maturazione, in un’accezione meno immediata"
MATURO,Pronto o adulto
MAUPASSANT,Maestro francese del racconto
MAUREEN,Il nome dell'attrice O'Hara
MAURICE,Il nome del compositore Ravel
MAURITIUS,Isola dell'Oceano Indiano legata al dodo
MAUSOLEO,Il grande sepolcro monumentale
MAUSOLEO,Tomba monumentale per personaggi illustri
MAX,"Il massimo, in breve"
MAX,Il nome del fisico Planck
MAX,Mad...: il guerriero del deserto al cinema
MAXWELL,Unificò elettricità e magnetismo
MAYA,L'illusione del mondo nella filosofia indiana
MAYA,Popolo delle piramidi dello Yucatan
MAYFLOWER,La nave dei Padri Pellegrini verso l'America
MAZINGA,Il robot gigante dell'anime anni Settanta
MAZURCA,Danza di origine polacca
MAZURKA,La danza polacca in tre quarti
MAZZA,Bastone pesante per colpire
MAZZANCOLLA,Grosso gambero di mare
MAZZINI,Il Giuseppe della Giovine Italia
MAZZO,"Quello delle carte, o dei fiori"
MAZZO,Appartiene alla categoria di accumulo
MAZZO,Una manifestazione di accumulo
MAZZOLA,Il Sandro campione dell'Inter
MB,"Il megabyte, in sigla"
MB,Iniziali dell'attrice Bellucci
MB,Iniziali dell'attore Brando
MBABANE,La capitale dell'eSwatini
MBAPPE,"Kylian, attaccante francese campione del mondo 2018"
MC,Iniziali della cantante Carey
MC,Iniziali della scienziata Curie
MC,"Millecento, in numeri romani"
MCCARTNEY,"Il Beatle bassista di Yesterday, Paul"
MCDONALD,La catena di fast food della M dorata
MCENROE,Il tennista americano dal carattere fumantino
MCILROY,Il golfista nordirlandese Rory
MCLAREN,La storica scuderia britannica di F1
MD,Iniziali del jazzista Davis
MD,Iniziali dell'attore Damon
MD,Iniziali dell'attrice Dietrich
MD,"Millecinquecento, in numeri romani"
ME,Pronome: vieni con...
ME,Sigla automobilistica di Messina
MEA,Confessione latina prima di culpa
MEAZZA,Il Giuseppe che dà nome allo stadio milanese
MECCA,Città santa dell'Islam
MECCA,La meta ambita per eccellenza
MECCANICISMO,La spiegazione di tutto per cause meccaniche
MECCANISMO,Una variante di apparecchio
MECCANISMO,Una forma specifica di dispositivo
MECENATE,Protegge artisti più che opere proprie
MEDAGLIA,L'altra faccia della...: il rovescio
MEDAGLIA,Pende sul petto dopo una vittoria
MEDAGLIA,Premio appeso al collo
MEDAGLIA,Premio da appuntare al petto
MEDAGLIE,Premiano vittorie e meriti
MEDAGLIERE,Conta i premi di una squadra o nazione
MEDAGLIONE,Pendente tondo che può aprirsi
MEDEA,Aiutò Giasone e poi si vendicò
MEDELLIN,Città della Colombia
MEDI,Antico popolo dell'Iran
MEDI,Di mezza misura
MEDIA,Completa la frase: «al di sopra della …»
MEDIANA,Il segmento dal vertice al lato opposto
MEDIANO,Si può classificare come giocatore di football americano
MEDIANO,Un esempio riconducibile a giocatore di football americano
MEDIARE,Può rappresentare un modo di conciliare
MEDIATA,Non diretta
MEDIATE,Non dirette
MEDIATI,Non diretti
MEDIATO,Non diretto
MEDIATORE,Può rimandare all’idea di intermediario
MEDIAZIONE,Intervento volto a conciliare due parti
MEDICA,In certi usi corrisponde a spagna
MEDICINA,In certi usi corrisponde a farmaco
MEDICINALE,In certi usi corrisponde a farmaco
MEDICINALE,Qualità che si avvicina a terapeutico
MEDICO,"Col camice, visita i malati"
MEDICO,"Il...della mutua, film con Sordi"
MEDICO,Una persona abilitata all’esercizio della professione medica
MEDIEVALE,Relativo al periodo tra antichità ed età moderna
MEDINA,Città del Profeta
MEDIO,Il dito tra l'indice e l'anulare
MEDIO,Il...Oriente del mondo arabo
MEDIO,Sta tra due estremi
MEDIOCRITA,Una manifestazione di insufficienza
MEDIOCRITA,Un caso particolare di insufficienza
MEDIOEVALE,Proprio del Medioevo
MEDITARE,Rientra tra i modi di pensare
MEDITARE,Azione riconducibile al significato di pensare
MEDITAZIONE,Un esempio riconducibile a considerazione
MEDITAZIONE,Un tipo particolare di considerazione
MEDITERRANEO,"La dieta...sana di olio, pasta e verdure"
MEDITERRANEO,Mare in mezzo alle terre
MEDUSA,Animale urticante o mostro mitologico
MEDUSA,L'animale marino gelatinoso e urticante
MEDUSA,Mostro dai capelli di serpente
MEDUSA,Punge in mare e pietrificava nel mito
MEDUSE,Galleggiano con tentacoli urticanti
MEETING,La riunione di lavoro o sportiva
MEETING,Si può classificare come riunione
MEETING,Rientra nel campo di accolta
MEGALOMANIA,La mania di grandezza
MEGATRON,Il capo dei robot malvagi Decepticon
MEGIDDO,Antica città biblica dell'Armageddon
MEGLIO,"Migliore, secondo il contesto"
MEKNES,Città imperiale del Marocco
MEKONG,Fiume del Sud-Est asiatico
MELA,"Cadde a Newton, almeno nel racconto"
MELA,Il logo morsicato della Apple
MELA,Quella avvelenata di Biancaneve
MELA,Quella della discordia accende il litigio
MELAGRANA,Frutto dai chicchi rossi
MELAGRANA,Frutto pieno di chicchi rubini
MELAGRANE,Frutti pieni di chicchi rubino
MELANDRI,Il pilota motociclista azzurro Marco
MELANINA,Pigmento della pelle e dei capelli
MELANZANA,Ortaggio viola della parmigiana
MELBOURNE,Città australiana sull'Yarra
MELE,Errore frequente
MELE,I frutti rossi o verdi del melo
MELENSA,Sciocca e sdolcinata
MELENSE,Sciocche e sdolcinate
MELENSI,Sciocchi e sdolcinati
MELENSO,Sciocco e sdolcinato
MELISMA,Una sillaba distesa in molte note
MELISSA,Erba officinale dal profumo di limone
MELLIFLUA,Dolciastra e falsamente gentile
MELLIFLUE,Dolciastre e falsamente gentili
MELLIFLUI,Dolciastri e falsamente gentili
MELLIFLUO,Dolciastro e falsamente gentile
MELMA,Il fango molle e viscido del fondale
MELMA,In certi usi corrisponde a pantano
MELO,"Il film strappalacrime, in breve"
MELO,L'albero che fa le mele
MELODIA,Fila di note che si fa ricordare
MELODIA,Successione piacevole di note
MELODIA,Può includere frase tra i suoi elementi
MELODRAMMA,Comprende anche aria
MELODRAMMA,Può includere aria tra i suoi elementi
MELOGRANO,Albero del frutto dai chicchi rossi
MELOGRANO,Un frutto autunnale dai chicchi rossi
MELOMANIA,La passione sfrenata per la musica
MELONE,Frutto estivo che si sceglie a colpi
MELONE,"La testa, in tono scherzoso"
MELPOMENE,La musa della tragedia
MELQART,Il dio protettore di Tiro
MELUSINA,Fata-serpente delle leggende francesi
MELVILLE,Autore di Moby Dick
MELVILLE,Scrittore della balena bianca
MEMBRO,Una forma specifica di socio
MEMBRO,"Pene, in un’accezione meno immediata"
MEME,L'immagine virale e ironica della rete
MEMORABILE,Con un significato vicino a indimenticabile
MEMORANDUM,Rientra nel campo di libro
MEMORANDUM,Appartiene alla categoria di libro
MEMORIA,Il componente che conserva i dati
MEMORIA,Imparare a...: a mente
MEMORIA,La facoltà di ricordare il passato
MEMORIA,Un tipo particolare di ricordo
MEMORIALE,Rientra nel campo di registrazione
MEMORIALE,Si può classificare come contenuto
MEMORIZZARE,Un modo non sempre letterale di imparare
MEMPHIS,La città americana di Elvis e del blues
MENADI,Le invasate seguaci di Dioniso
MENARE,Si avvicina all’azione di guidare
MENARE,Una particolare maniera di accompagnare
MENDACE,Bugiardo
MENDACI,Bugiardi
MENDEL,Padre della genetica coi suoi piselli
MENDELEEV,Ideò la tavola periodica
MENDICANTE,Una forma specifica di povero
MENDOZA,Città vinicola dell'Argentina
MENEFREGHISTA,A cui non importa nulla
MENELAO,Il marito spartano di Elena
MENESTRELLO,Cantava storie nelle corti medievali
MENFI,Antica capitale dell'Egitto
MENGONI,"Il cantante di L'essenziale, Marco"
MENHIR,Pietra preistorica infissa nel terreno
MENINGITE,Infiammazione delle membrane del cervello
MENNEA,Il Pietro Freccia del Sud
MENO,Il segno della sottrazione
MENO,Segno che sottrae e avverbio comparativo
MENO,"Venir...: svenire, sentirsi mancare"
MENO,Nel lessico si avvicina a minimo
MENSA,Tavola comune e servizio aziendale
MENSA,In certi usi corrisponde a refettorio
MENSOLA,Piccola terrazza per libri e vasi
MENSOLA,Una forma specifica di supporto
MENSOLA,Una variante di supporto
MENTA,Erba dal fresco profumo
MENTA,La caramella o lo sciroppo verde rinfrescante
MENTA,"Profuma gomme, liquori e giardini"
MENTANA,"Enrico..., il giornalista del Tg"
MENTANA,Luogo della battaglia garibaldina del 1867
MENTE,La sede dei pensieri
MENTE,Completa la frase: «avevo in … di vedere la mia insegnante»
MENTE,Ciò che è responsabile dei pensieri e dei sentimenti
MENTO,"Io dico il falso, dal verbo mentire"
MENTO,Parte del volto che si alza con orgoglio
MENTORE,Un caso particolare di mente
MENTORE,Rientra nel campo di mente
MENTRE,Nel frattempo in cui
MENU,Promette piatti prima che arrivino
MENU,"Si apre cliccando, sullo schermo"
MENU,Nel lessico si avvicina a carta
MENZIONARE,Può rappresentare un modo di pensare
MENZIONARE,Un modo particolare di pensare
MENZIONE,Un esempio riconducibile a commento
MENZIONE,Un caso particolare di commento
MENZOGNA,Una forma specifica di falsità
MERAMENTE,In un uso avverbiale legato a strettamente
MERAMENTE,In un uso avverbiale legato a puramente
MERAVIGLIA,Lo stupore di fronte al bello
MERAVIGLIA,Un tipo particolare di sentimento
MERAVIGLIA,Si può classificare come accaduto
MERAVIGLIOSO,"Bellissimo, secondo il contesto"
MERAVIGLIOSO,Qualità che si avvicina a fantastico
MERCALLI,Il Giuseppe della scala dei terremoti
MERCANTE,Nel lessico si avvicina a commerciante
MERCANTE,Può assumere il significato di negoziante
MERCANTILE,Può rimandare all’idea di cargo
MERCATO,Luogo di banchi e compravendite
MERCATO,Completa la frase: «senza competizione non ci sarebbe …»
MERCATO,Un tipo particolare di scompiglio
MERCE,"Viaggia, si compra, si vende"
MERCE,Rientra nel campo di merci
MERCE,Una forma specifica di merci
MERCEDES,La scuderia tedesca della stella di F1
MERCERIA,"Negozio di bottoni, fili e nastri"
MERCI,Una nozione collegata a bene
MERCI,In certi usi corrisponde a roba
MERCKX,Il Cannibale belga del ciclismo
MERCURIALE,"Rapido, volubile o da listino prezzi"
MERCURIO,Il messaggero degli dei romani
MERCURIO,Il metallo liquido del termometro
MERCURIO,Il pianeta più vicino al Sole
MERENGUE,Ballo caraibico dominicano
MERIDA,La principessa scozzese arciera del film Ribelle
MERIDIANA,Orologio che ha bisogno del sole
MERIDIANA,Orologio solare
MERIDIANA,Segna l'ora col sole
MERIDIANE,Segnano l'ora con l'ombra
MERIDIONE,Un esempio riconducibile a punto cardinale
MERINGA,Dolce fatto quasi d'aria e zucchero
MERISI,Il vero cognome del Caravaggio
MERITA,È degno di premio o colpa
MERITAI,Fui degno di premio o colpa
MERITARE,Essere degno di premio o colpa
MERITATO,Stato degno di premio o colpa
MERITO,"In...a: riguardo a, a proposito di"
MERITO,Sono degno di premio o colpa
MERITO,Si può classificare come oggetto mentale
MERKEL,La cancelliera tedesca per sedici anni
MERLATURA,Il coronamento dentellato delle mura
MERLETTAIA,Realizza pizzi e merletti
MERLETTO,Disegno di fili traforati
MERLETTO,Pizzo lavorato a traforo
MERLETTO,Trina lavorata a fili intrecciati
MERLINO,Il mago della corte di re Artù
MERLO,La sporgenza in cima alle mura del castello
MERLO,Lo sciocco che si fa gabbare
MERLO,Uccello nero dal becco giallo
MERLO,Una manifestazione di umano
MERLOT,Il vitigno a bacca rossa morbido
MERLUZZO,Pesce bianco da baccalà e bastoncini
MERLUZZO,Pesce che dà anche baccalà
MEROE,Antica capitale del regno di Kush
MERTENS,"Dries, attaccante belga già idolo dei tifosi napoletani"
MERYL,La Streep pluripremiata attrice americana
MESCHINO,Qualità che si avvicina a scarso
MESCHINO,Può assumere la sfumatura di ristretto
MESCOLA,Unisce girando
MESCOLANZA,Una nozione collegata a misto
MESCOLANZA,"Miscela, in un’accezione meno immediata"
MESCOLARE,Unire rimescolando
MESCOLARE,Una forma specifica del mischiare
MESCOLARE,Un modo particolare di assemblare
MESCOLATO,Unito rimescolando
MESCOLATO,"Confuso, secondo il contesto"
MESCOLATO,Qualità che si avvicina a disordinato
MESCOLO,Amalgamo
MESE,Un esempio riconducibile a paga
MESONE,Particella formata da quark e antiquark
MESOPOTAMIA,Antica terra tra i due fiumi
MESSAGGERO,Un tipo particolare di viaggiatore
MESSAGGERO,Un esempio riconducibile a viaggiatore
MESSAGGINO,Breve testo sul telefono
MESSAGGIO,Una nozione collegata a comunicazione
MESSAGGIO,Rientra nel campo di comunicazione
MESSE,Raccolto o funzioni religiose
MESSE,In certi usi corrisponde a grano
MESSE,Ha tra le sue parti spiga
MESSENIA,Regione del Peloponneso occidentale
MESSI,Il Lionel fuoriclasse argentino
MESSI,"Lionel, fuoriclasse argentino campione del mondo 2022"
MESSICO,"Paese tra USA, Guatemala e Belize"
MESSINA,Stretto tra Sicilia e Calabria
MESSINSCENA,Ha tra le sue parti interno
MESSINSCENA,Un esempio riconducibile a finta
MESSNER,L'alpinista altoatesino dei quattordici Ottomila
MESSO,Un tipo particolare di viaggiatore
MESSO,Una variante di viaggiatore
MESTIERE,"Si impara lavorando, non solo studiando"
MESTIERE,Appartiene alla categoria di occupazione
MESTIERE,Un caso particolare di occupazione
MESTO,Triste senza clamore
MESTO,"Triste, malinconico"
MESTO,Può assumere la sfumatura di triste
MESTOLO,Cucchiaio grande da minestra
MESTOLO,Cucchiaio profondo per minestre
META,Arrivo del viaggio o del rugby
META,I cinque punti segnati nel rugby
META,Un tipo particolare di scopo
METACARPO,Le ossa del palmo della mano
METAFISICA,La filosofia dell'essere e dei primi principi
METAFORA,Trasferisce senso senza traslocare
METAL,Genere rock duro e potente
METAL,Il...detector dei controlli di sicurezza
METALLICA,La storica band heavy metal americana
METANO,Una forma specifica di combustibile fossile
METEORA,Brilla cadendo nel cielo
METEORA,Sasso celeste che brucia in scia luminosa
METEORA,Stella cadente o fama improvvisa
METEORITE,Sasso arrivato dallo spazio
METODO,Ordine applicato al fare
METODO,Quello scientifico di Galileo
METODO,Una manifestazione di know-how
METONIMIA,"Sostituisce causa, effetto, autore o materia"
METOPA,Riquadro scolpito del fregio dorico
METRICA,Nel lessico si avvicina a ritmica
METRO,Il nastro avvolgibile per misurare
METRO,"Misura, verso o ferrovia sotterranea"
METRO,"Completa la frase: «il costo del biglietto della … è di 0,80 euro»"
METRONOMO,Segna il tempo ai musicisti
METROPOLI,Comprende anche centro
METROPOLITANA,Appartiene alla categoria di ferrovia
METTERE,Un modo particolare di vestirsi
METTERE,Può rappresentare un modo di consumare
METTERNICH,Cancelliere austriaco del Congresso di Vienna
MEUCCI,Rivendicò l'invenzione del telefono
MEUS,Mio nella grammatica di Roma
MEZCAL,Il distillato messicano col verme
MEZZADRO,Il contadino che divide il raccolto col padrone
MEZZALUNA,Coltello ricurvo a due manici
MEZZALUNA,Il simbolo dell'Islam
MEZZALUNA,Taglia erbe con lama curva
MEZZALUNA,"Islam, in un’accezione meno immediata"
MEZZANINO,Piano intermedio più basso degli altri
MEZZANOTTE,L'ora che chiude il giorno
MEZZANOTTE,Punto cardinale della bussola che si trova a 0 e 360 gradi
MEZZO,"La metà, o il veicolo per spostarsi"
MEZZO,Una forma specifica di zona
MEZZO,Un caso particolare di zona
MEZZOGIORNO,Il Sud d'Italia
MEZZOGIORNO,"Le dodici, ora di pranzo"
MEZZOGIORNO,Può rimandare all’idea di sesta
MEZZOSOPRANO,La voce femminile media
MG,Iniziali dell'attore Gibson
MG,Simbolo chimico del magnesio
MI,"A me, in forma breve"
MI,Nota tra re e fa
MI,Sigla automobilistica di Milano
MIA,...cara: l'appellativo affettuoso
MIA,Possessivo femminile in tre caselle
MIAGOLIO,Il verso del gatto
MIAMI,"...Vice, la serie poliziesca anni 80"
MIAMI,La città balneare della Florida
MIAO,Verso domestico in quattro lettere
MICA,Il minerale che si sfoglia in sottili lamine
MICA,Nega senza sembrare un no
MICA,"Per nulla, affatto: non è... male"
MICCIA,Filo che porta il fuoco all'esplosivo
MICENE,La città di Agamennone
MICHAEL,Il nome del re del pop Jackson
MICHEL,Il nome del calciatore francese Platini
MICHELANGELO,Il Buonarroti della Sistina
MICHELE,L'arcangelo che combatte il drago
MICHELOZZO,Architetto del palazzo Medici
MICHIGAN,Uno dei Grandi Laghi americani
MICIDIALE,Una forma specifica di umano
MICIDIALE,Un tipo particolare di umano
MICK,Il nome del frontman dei Rolling Stones Jagger
MICKEY,Il nome dell'attore Rourke
MICONOS,Isola greca delle Cicladi
MICROCHIP,Appartiene alla categoria di apparecchio elettrico
MICROFONO,Cattura e amplifica la voce
MICRON,Il millesimo di millimetro
MICROONDE,Forno che scalda in fretta
MICROSCOPIO,Lo strumento che ingrandisce ciò che è invisibile a occhio nudo
MICROSCOPIO,Strumento scientifico fra le costellazioni
MIDA,Avere il tocco di...: trasformare tutto in oro
MIDA,Trasformava in oro ciò che toccava
MIDOLLO,Parte interna dell'osso o del tronco
MIDOLLO,Sta dentro ossa e certe piante
MIELE,Attira più mosche dell'aceto
MIELE,Dolce lavoro delle api
MIELE,Dolce prodotto dalle api
MIELE,Dolcissimo: parole di...
MIELE,La luna di...degli sposi novelli
MIETITORE,Chi raccoglie il grano
MIETITRICE,La macchina che taglia il grano
MIETITURA,La raccolta del grano
MIGLIAIO,Nel lessico si avvicina a mille
MIGLIO,Il cereale dei semi per gli uccellini
MIGLIO,"Il...verde, il film con Tom Hanks"
MIGLIO,Unità di distanza in mare
MIGLIORAMENTO,Nel lessico si avvicina a aumento
MIGLIORAMENTO,Può rimandare all’idea di progresso
MIGLIORARE,"Acquistare, in un uso particolare"
MIGLIORARE,Talvolta causa il fatto di acquistare
MIGLIORE,Detto di ciò che richiama l’idea di meglio
MIGLIORE,Qualità che si avvicina a preferito
MIGNOLO,Il dito più piccolo
MIGNOLO,Il più piccolo della mano
MIGNOLO,Il più piccolo dito della mano
MIGRAI,Passato remoto: Spostarsi altrove
MIGRATO,Participio: Spostarsi altrove
MIGRAZIONE,Spostamento periodico o definitivo di popolazioni
MILA,La Kunis di Hollywood
MILA,"La pallavolista dei cartoni, ... e Shiro"
MILANO,Città del Duomo e della Scala
MILES,"...Morales, lo Spider-Man afroamericano"
MILES,Il nome del trombettista jazz Davis
MILETO,Antica città ionica dei filosofi
MILITANTE,Un caso particolare di riformista
MILITARE,In certi usi corrisponde a uomo
MILITARE,Un esempio riconducibile a uomo
MILITO,"Diego, il Principe del Triplete nerazzurro"
MILIZIA,Ha tra le sue parti forza speciale
MILIZIA,Comprende anche forza speciale
MILLAU,Il viadotto più alto del mondo in Francia
MILLE,I...di Garibaldi sbarcati a Marsala
MILLE,Le Miglia che partono da Brescia
MILLE,Nel lessico si avvicina a migliaio
MILLEFOGLIE,Dolce a strati di sfoglia e crema
MILLENNIO,Può includere secolo tra i suoi elementi
MILLEPIEDI,Ha molte zampe e nessuna fretta
MILLEPIEDI,Miriapode dalle tante zampe
MILLET,Artista francese dei contadini
MILLET,Pittore francese dei contadini
MILLIMETRO,Può rimandare all’idea di mm
MILO,Isola della Venere senza braccia
MILO,L'atleta fortissimo dell'antica Crotone
MILZA,Organo che pochi nominano volentieri
MIMA,Rappresenta a gesti
MIMAI,Passato remoto: Rappresentare a gesti
MIMATO,Participio: Rappresentare a gesti
MIMESI,Imitazione che diventa arte
MIMETICO,Fatto per confondersi con lo sfondo
MIMMO,Può rimandare all’idea di figlio
MIMMO,Nel lessico si avvicina a giovane
MIMO,Recita tacendo
MIMO,Un caso particolare di recitazione
MIMOSA,Fiore giallo dell'otto marzo
MIMOSA,Il cocktail di spumante e succo d'arancia
MIMOSE,Fioriscono gialle per l'otto marzo
MINA,L'ordigno esplosivo sepolto
MINA,La Tigre di Cremona
MINA,"La...della matita, l'anima di grafite"
MINACCIARE,Si avvicina all’azione di promettere
MINACCIOSO,"Impressionante, secondo il contesto"
MINACCIOSO,Detto di ciò che richiama l’idea di inquietante
MINAI,Passato remoto: Scavare sotto o indebolire
MINARE,"Boicottare, in un uso particolare"
MINARE,Una particolare maniera di sabotare
MINATO,Participio: Scavare sotto o indebolire
MINATORE,Lavora nelle gallerie delle miniere
MINDANAO,Grande isola del sud delle Filippine
MINECRAFT,Il videogioco dei blocchi da costruzione
MINERVA,La dea romana della sapienza
MINESTRA,O mangiar questa...o saltar dalla finestra
MINESTRA,Piatto caldo da cucchiaio
MINESTRA,Scalda il cucchiaio nelle sere fredde
MINESTRA,Una variante di piatto
MINESTRONE,La densa zuppa di verdure miste
MINESTRONE,Un... di cose confuse e mescolate insieme
MINESTRONE,Appartiene alla categoria di teoria
MINGHERLINO,Magro e di gracile corporatura
MINGUS,Il contrabbassista jazz Charles
MINI,La gonna cortissima
MINI,La piccola auto britannica iconica
MINIATURA,Piccola pittura da manoscritto
MINIERA,Da lì si estraggono minerali
MINIERA,Scava la terra in cerca di ricchezze
MINIMIZZARE,Può essere una maniera di ridurre
MINIMO,Il valore più basso ammesso
MINIMO,Di entità trascurabile
MINIONS,I buffi aiutanti gialli di Cattivissimo me
MINISTERO,"Gabinetto, in un’accezione meno immediata"
MINISTERO,Una manifestazione di dipartimento ministeriale
MINISTRO,Si può classificare come ecclesiastico
MINISTRO,Un caso particolare di ecclesiastico
MINNESOTA,Lo Stato americano dei diecimila laghi
MINO,Scavo sotto o indebolisco
MINOR,"La costellazione dell'Orsa piccola, in latino"
MINORCA,Isola balearica più tranquilla
MINORE,Può assumere la sfumatura di meno
MINORE,Qualità che si avvicina a cadetto
MINOSSE,Giudice infernale e re di Creta
MINOSSE,Il re cretese del labirinto
MINOTAURO,Il mostro del labirinto cretese
MINSK,Capitale della Bielorussia
MINUETTO,Elegante danza settecentesca
MINUTO,"Piccolo e delicato, o i sessanta secondi"
MINUTO,Completa la frase: «tra un … sono da te»
MINUTO,Un tipo particolare di unità di tempo
MINUZIA,Particolare piccolo ma non sempre inutile
MINUZIOSA,Attenta ai dettagli
MINUZIOSE,Attente ai dettagli
MINUZIOSI,Attenti ai dettagli
MINUZIOSO,Attento ai dettagli
MIO,Il... e il tuo: ciò che è di proprietà
MIO,Possessivo geloso e breve
MIOPE,Una scelta...: poco lungimirante
MIOPE,"Vede corto, anche in senso figurato"
MIOPIA,Difetto visivo da lontano
MIRA,La prende chi vuole centrare
MIRA,Può assumere il significato di fine
MIRA,Una forma specifica di obiettivo
MIRABELLA,Piccola prugna gialla e dolce
MIRACOLO,Evento che si verifica in contrasto con le leggi naturali per intervento di una entitità soprannaturale
MIRAGGIO,Illusione ottica del deserto
MIRAGGIO,Inganno ottico nel deserto
MIRAGGIO,Promessa d'acqua che inganna il deserto
MIRAGGIO,Rientra nel campo di sbaglio
MIRAI,Puntai a un bersaglio
MIRARE,Puntare a un bersaglio
MIRATO,Puntato a un bersaglio
MIRIADE,Moltitudine o diecimila antichi
MIRIADE,"Diecimila, in un’accezione meno immediata"
MIRIAGRAMMO,Unità di dieci chilogrammi
MIRIAM,Il nome della cantante sudafricana Makeba
MIRINO,Lo si inquadra per prendere la mira
MIRINO,Comprende anche oculare
MIRO,"Guardo con attenzione, prendo la mira"
MIRO,Il Joan dei segni colorati
MIRONE,Lo scultore greco del Discobolo
MIRRA,Resina da re magi e profumi antichi
MIRTILLO,Piccola bacca blu di bosco
MIRTILLO,Piccolo frutto blu del sottobosco
MIRTO,Arbusto mediterraneo e liquore sardo
MISANO,Il circuito romagnolo della MotoGP
MISANTROPO,Ama poco la specie a cui appartiene
MISCELA,Un tipo particolare di prodotto alimentare
MISCELA,Può rimandare all’idea di impasto
MISCELLANEA,Raccolta varia senza unico filo
MISCHIA,Fase di gioco del rugby
MISCHIA,Rientra nel campo di battaglia
MISCHIA,Una manifestazione di battaglia
MISCHIARE,"Unire, in un uso particolare"
MISCHIARE,Un modo particolare di assemblare
MISCUGLIO,Unione senza vera fusione
MISCUGLIO,Rientra nel campo di prodotto alimentare
MISCUGLIO,Un caso particolare di varietà
MISERABILE,Si può classificare come persona non grata
MISERABILE,Rientra nel campo di vittima
MISERIA,Nel lessico si avvicina a bisogno
MISERIA,"Necessità, in un’accezione meno immediata"
MISERICORDIA,Una nozione collegata a pena
MISERICORDIA,Nel lessico si avvicina a pietà
